,Position,Driver,Car,Laps,Time,Points
11,1,Carlos Reutemann,Ferrari,76,1:42:12.390,9
1,2,Niki Lauda,Brabham Alfa Romeo,76,+1.230s,6
2,3,John Watson,Brabham Alfa Romeo,76,+37.250s,4
4,4,Patrick Depailler,Tyrrell Ford,76,+73.270s,3
16,5,Hans-Joachim Stuck,Shadow Ford,75,+1 lap,2
8,6,Patrick Tambay,McLaren Ford,75,+1 lap,1
33,7,Bruno Giacomelli,McLaren Ford,75,+1 lap,0
30,8,Brett Lunger,McLaren Ford,75,+1 lap,0
19,9,Vittorio Brambilla,Surtees Ford,75,+1 lap,0
26,10,Jacques Laffite,Ligier Matra,73,+3 laps,0
9,NC,Jochen Mass,ATS Ford,66,+10 laps,0
10,NC,Keke Rosberg,ATS Ford,59,DNF,0
17,NC,Clay Regazzoni,Shadow Ford,49,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,46,DNF,0
35,NC,Riccardo Patrese,Arrows Ford,40,DNF,0
3,NC,Didier Pironi,Tyrrell Ford,40,DNF,0
20,NC,Jody Scheckter,Wolf Ford,36,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,32,DNF,0
37,NC,Arturo Merzario,Merzario Ford,32,DNF,0
22,NC,Derek Daly,Ensign Ford,30,DNF,0
5,NC,Mario Andretti,Lotus Ford,28,DNF,0
27,NC,Alan  Jones,Williams Ford,26,DNF,0
12,NC,Gilles Villeneuve,Ferrari,19,DNF,0
25,NC,Hector Rebaque,Lotus Ford,15,DNF,0
7,NC,James Hunt,McLaren Ford,7,DNF,0
6,NC,Ronnie Peterson,Lotus Ford,6,DNF,0
