,Position,Driver,Car,Time / Gap,Laps
3,1,Jacques Villeneuve,Williams Renault,1:28.594,26
4,2,Heinz-Harald Frentzen,Williams Renault,+1.432s,23
10,3,David Coulthard,McLaren Mercedes,+1.711s,26
6,4,Eddie Irvine,Ferrari,+2.057s,26
9,5,Mika Hakkinen,McLaren Mercedes,+2.080s,23
5,6,Michael Schumacher,Ferrari,+2.088s,30
11,7,Ralf Schumacher,Jordan Peugeot,+2.477s,22
16,8,Johnny Herbert,Sauber Petronas,+2.603s,30
17,9,Nicola Larini,Sauber Petronas,+2.687s,21
14,10,Olivier Panis,Prost Mugen Honda,+2.709s,26
8,11,Gerhard Berger,Benetton Renault,+2.795s,21
7,12,Jean Alesi,Benetton Renault,+3.041s,27
12,13,Giancarlo Fisichella,Jordan Peugeot,+3.433s,16
20,14,Ukyo Katayama,Minardi Hart,+3.670s,24
22,15,Rubens Barrichello,Stewart Ford,+4.232s,16
19,16,Mika Salo,Tyrrell Ford,+4.600s,30
15,17,Shinji Nakano,Prost Mugen Honda,+4.821s,27
21,18,Jarno Trulli,Minardi Hart,+4.994s,29
18,19,Jos Verstappen,Tyrrell Ford,+5.085s,30
2,20,Pedro Diniz,Arrows Yamaha,+5.099s,18
23,21,Jan Magnussen,Stewart Ford,+5.173s,21
1,22,Damon Hill,Arrows Yamaha,+6.046s,9
25,23,Ricardo Rosset,Lola Ford,+12.822s,5
24,24,Vincenzo Sospiri,Lola Ford,+15.692s,8
