,Position,Driver,Car,Laps,Time,Points
10,1,David Coulthard,McLaren Mercedes,58,1:30:28.718,10
5,2,Michael Schumacher,Ferrari,58,+20.046s,6
9,3,Mika Hakkinen,McLaren Mercedes,58,+22.177s,4
8,4,Gerhard Berger,Benetton Renault,58,+22.841s,3
14,5,Olivier Panis,Prost Mugen Honda,58,+60.308s,2
17,6,Nicola Larini,Sauber Petronas,58,+96.040s,1
15,7,Shinji Nakano,Prost Mugen Honda,56,+2 laps,0
4,8,Heinz-Harald Frentzen,Williams Renault,55,DNF,0
21,9,Jarno Trulli,Minardi Hart,55,+3 laps,0
2,10,Pedro Diniz,Arrows Yamaha,54,+4 laps,0
22,NC,Rubens Barrichello,Stewart Ford,49,DNF,0
19,NC,Mika Salo,Tyrrell Ford,42,DNF,0
23,NC,Jan Magnussen,Stewart Ford,36,DNF,0
7,NC,Jean Alesi,Benetton Renault,34,DNF,0
20,NC,Ukyo Katayama,Minardi Hart,32,DNF,0
12,NC,Giancarlo Fisichella,Jordan Peugeot,14,DNF,0
18,NC,Jos Verstappen,Tyrrell Ford,2,DNF,0
11,NC,Ralf Schumacher,Jordan Peugeot,1,DNF,0
6,NC,Eddie Irvine,Ferrari,0,DNF,0
3,NC,Jacques Villeneuve,Williams Renault,0,DNF,0
16,NC,Johnny Herbert,Sauber Petronas,0,DNF,0
1,NC,Damon Hill,Arrows Yamaha,0,DNF,0
