,Position,Driver,Car,Time
3,1,Jacques Villeneuve,Williams Renault,1:29.369
4,2,Heinz-Harald Frentzen,Williams Renault,1:31.123
5,3,Michael Schumacher,Ferrari,1:31.472
10,4,David Coulthard,McLaren Mercedes,1:31.531
6,5,Eddie Irvine,Ferrari,1:31.881
9,6,Mika Hakkinen,McLaren Mercedes,1:31.971
16,7,Johnny Herbert,Sauber Petronas,1:32.287
7,8,Jean Alesi,Benetton Renault,1:32.593
14,9,Olivier Panis,Prost Mugen Honda,1:32.842
8,10,Gerhard Berger,Benetton Renault,1:32.870
22,11,Rubens Barrichello,Stewart Ford,1:33.075
11,12,Ralf Schumacher,Jordan Peugeot,1:33.130
17,13,Nicola Larini,Sauber Petronas,1:33.327
12,14,Giancarlo Fisichella,Jordan Peugeot,1:33.552
20,15,Ukyo Katayama,Minardi Hart,1:33.798
15,16,Shinji Nakano,Prost Mugen Honda,1:33.989
21,17,Jarno Trulli,Minardi Hart,1:34.120
19,18,Mika Salo,Tyrrell Ford,1:34.229
23,19,Jan Magnussen,Stewart Ford,1:34.623
1,20,Damon Hill,Arrows Yamaha,1:34.806
18,21,Jos Verstappen,Tyrrell Ford,1:34.943
2,22,Pedro Diniz,Arrows Yamaha,1:35.972
