,Position,Driver,Car,Time,Laps
3,1,Jacques Villeneuve,Williams Renault,1:29.369,12
4,2,Heinz-Harald Frentzen,Williams Renault,1:31.123,12
5,3,Michael Schumacher,Ferrari,1:31.472,10
10,4,David Coulthard,McLaren Mercedes,1:31.531,12
6,5,Eddie Irvine,Ferrari,1:31.881,12
9,6,Mika Hakkinen,McLaren Mercedes,1:31.971,12
16,7,Johnny Herbert,Sauber Petronas,1:32.287,12
7,8,Jean Alesi,Benetton Renault,1:32.593,9
14,9,Olivier Panis,Prost Mugen Honda,1:32.842,11
8,10,Gerhard Berger,Benetton Renault,1:32.870,8
22,11,Rubens Barrichello,Stewart Ford,1:33.075,9
11,12,Ralf Schumacher,Jordan Peugeot,1:33.130,11
17,13,Nicola Larini,Sauber Petronas,1:33.327,11
12,14,Giancarlo Fisichella,Jordan Peugeot,1:33.552,11
20,15,Ukyo Katayama,Minardi Hart,1:33.798,12
15,16,Shinji Nakano,Prost Mugen Honda,1:33.989,11
21,17,Jarno Trulli,Minardi Hart,1:34.120,12
19,18,Mika Salo,Tyrrell Ford,1:34.229,11
23,19,Jan Magnussen,Stewart Ford,1:34.623,9
1,20,Damon Hill,Arrows Yamaha,1:34.806,12
18,21,Jos Verstappen,Tyrrell Ford,1:34.943,11
2,22,Pedro Diniz,Arrows Yamaha,1:35.972,8
24,23,Vincenzo Sospiri,Lola Ford,1:40.972,11
25,24,Ricardo Rosset,Lola Ford,1:42.086,9
