,Position,Driver,Car,Time / Gap,Laps
2,1,David Coulthard,McLaren Mercedes,1:20.405,25
3,2,Michael Schumacher,Ferrari,+0.098s,34
11,3,Giancarlo Fisichella,Benetton Playlife,+0.194s,40
6,4,Jarno Trulli,Jordan Mugen Honda,+0.458s,30
1,5,Mika Hakkinen,McLaren Mercedes,+0.505s,22
4,6,Rubens Barrichello,Ferrari,+0.593s,30
14,7,Jean Alesi,Prost Peugeot,+0.667s,24
12,8,Alexander Wurz,Benetton Playlife,+0.808s,27
5,9,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.844s,22
9,10,Ralf Schumacher,Williams BMW,+0.991s,24
18,11,Pedro de la Rosa,Arrows Supertec,+0.996s,29
7,12,Eddie Irvine,Jaguar Cosworth,+1.006s,27
8,13,Johnny Herbert,Jaguar Cosworth,+1.618s,28
10,14,Jenson Button,Williams BMW,+1.801s,31
17,15,Mika Salo,Sauber Petronas,+1.933s,30
16,16,Pedro Diniz,Sauber Petronas,+2.083s,25
19,17,Jos Verstappen,Arrows Supertec,+2.237s,30
22,18,Jacques Villeneuve,BAR Honda,+2.566s,31
23,19,Ricardo Zonta,BAR Honda,+2.683s,40
15,20,Nick Heidfeld,Prost Peugeot,+3.226s,21
20,21,Marc Gene,Minardi Fondmetal,+3.252s,34
21,22,Gaston Mazzacane,Minardi Fondmetal,+3.841s,39
