,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:21.387,28
3,2,Michael Schumacher,Ferrari,+0.099s,36
2,3,David Coulthard,McLaren Mercedes,+0.711s,29
7,4,Eddie Irvine,Jaguar Cosworth,+0.873s,27
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.110s,33
9,6,Ralf Schumacher,Williams BMW,+1.313s,25
14,7,Jean Alesi,Prost Peugeot,+1.321s,25
18,8,Pedro de la Rosa,Arrows Supertec,+1.557s,39
6,9,Jarno Trulli,Jordan Mugen Honda,+1.679s,30
4,10,Rubens Barrichello,Ferrari,+1.708s,35
17,11,Mika Salo,Sauber Petronas,+1.969s,37
22,12,Jacques Villeneuve,BAR Honda,+2.051s,42
10,13,Jenson Button,Williams BMW,+2.191s,42
11,14,Giancarlo Fisichella,Benetton Playlife,+2.396s,15
8,15,Johnny Herbert,Jaguar Cosworth,+2.441s,20
16,16,Pedro Diniz,Sauber Petronas,+2.485s,26
23,17,Ricardo Zonta,BAR Honda,+2.589s,48
20,18,Marc Gene,Minardi Fondmetal,+3.165s,38
19,19,Jos Verstappen,Arrows Supertec,+3.200s,25
12,20,Alexander Wurz,Benetton Playlife,+3.938s,21
15,21,Nick Heidfeld,Prost Peugeot,+4.075s,23
21,22,Gaston Mazzacane,Minardi Fondmetal,+5.644s,24
