,Position,Driver,Car,Laps,Time,Points
0,1,Damon Hill,Williams Renault,77,1:47:39.098,10
6,2,Riccardo Patrese,Benetton Ford,77,+71.915s,6
28,3,Gerhard Berger,Ferrari,77,+78.042s,4
9,4,Derek Warwick,Footwork Mugen Honda,76,+1 lap,3
25,5,Martin Brundle,Ligier Renault,76,+1 lap,2
29,6,Karl Wendlinger,Sauber,76,+1 lap,1
26,7,Mark Blundell,Ligier Renault,76,+1 lap,0
19,8,Philippe Alliot,Larrousse Lamborghini,75,+2 laps,0
15,9,Thierry Boutsen,Jordan Hart,75,+2 laps,0
3,10,Ukyo Katayama,Tyrrell Yamaha,73,+4 laps,0
4,11,Andrea de Cesaris,Tyrrell Yamaha,72,+5 laps,0
2,12,Alain Prost,Williams Renault,70,+7 laps,0
24,NC,Pierluigi Martini,Minardi Ford,59,DNF,0
20,NC,Erik Comas,Larrousse Lamborghini,54,DNF,0
11,NC,Alessandro Zanardi,Lotus Ford,45,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,41,DNF,0
21,NC,Michele Alboreto,Lola Ferrari,39,DNF,0
12,NC,Johnny Herbert,Lotus Ford,38,DNF,0
22,NC,Luca Badoer,Lola Ferrari,37,DNF,0
5,NC,Michael Schumacher,Benetton Ford,26,DNF,0
23,NC,Christian Fittipaldi,Minardi Ford,22,DNF,0
27,NC,Jean Alesi,Ferrari,22,DNF,0
30,NC,Jyrki Jarvilehto,Sauber,18,DNF,0
8,NC,Ayrton Senna,McLaren Ford,17,DNF,0
7,NC,Michael Andretti,McLaren Ford,15,DNF,0
