,Position,Driver,Car,Laps,Time,Points
3,1,Graham Hill,BRM,110,2:16:38.000,9
7,2,John Surtees,Ferrari,110,+30.500s,6
22,3,Jo Siffert,Brabham BRM,109,+1 lap,4
4,4,Richie Ginther,BRM,107,+3 laps,3
17,5,Walt   Hansgen,Lotus Climax,107,+3 laps,2
12,6,Trevor  Taylor ,BRP BRM,106,+4 laps,1
2,7,Jim Clark,Lotus Climax,102,DNF,0
14,8,Mike Hailwood,Lotus BRM,101,DNF,0
6,NC,Dan Gurney,Brabham Climax,69,DNF,0
23,NC,Hap  Sharp ,Brabham BRM,65,+45 laps,0
8,NC,Lorenzo Bandini,Ferrari,58,DNF,0
1,NC,Mike Spence,Lotus Climax,54,DNF,0
28,NC,Ronnie Bucknum,Honda,50,DNF,0
15,NC,Chris Amon,Lotus BRM,47,DNF,0
16,NC,Jo Bonnier,Brabham Climax,37,DNF,0
9,NC,Bruce McLaren,Cooper Climax,26,DNF,0
5,NC,Jack Brabham,Brabham Climax,14,DNF,0
10,NC,Phil Hill,Cooper Climax,4,DNF,0
11,NC,Innes Ireland,BRP BRM,2,DNF,0
