,Position,Driver,Car,Q1,Q2,Q3,Laps
7,1,Michael Schumacher,Mercedes,1:15.873,1:15.062,1:14.301,22
2,2,Mark Webber,Red Bull Racing Renault,1:16.013,1:15.035,1:14.381,19
8,3,Nico Rosberg,Mercedes,1:15.900,1:15.022,1:14.448,21
4,4,Lewis Hamilton,McLaren Mercedes,1:16.063,1:15.166,1:14.583,20
10,5,Romain Grosjean,Lotus Renault,1:15.718,1:15.219,1:14.639,27
5,6,Fernando Alonso,Ferrari,1:16.153,1:15.128,1:14.948,22
6,7,Felipe Massa,Ferrari,1:15.983,1:14.911,1:15.049,19
9,8,Kimi Räikkönen,Lotus Renault,1:15.889,1:15.322,1:15.199,28
18,9,Pastor Maldonado,Williams Renault,1:16.017,1:15.026,1:15.245,22
1,10,Sebastian Vettel,Red Bull Racing Renault,1:15.757,1:15.234,DNF,24
12,11,Nico Hulkenberg,Force India Mercedes,1:15.418,1:15.421,,17
14,12,Kamui Kobayashi,Sauber Ferrari,1:15.648,1:15.508,,19
3,13,Jenson Button,McLaren Mercedes,1:16.399,1:15.536,,18
19,14,Bruno Senna,Williams Renault,1:15.923,1:15.709,,20
11,15,Paul di Resta,Force India Mercedes,1:16.062,1:15.718,,14
16,16,Daniel Ricciardo,STR Ferrari,1:16.360,1:15.878,,19
17,17,Jean-Eric Vergne,STR Ferrari,1:16.491,1:16.885,,14
20,18,Heikki Kovalainen,Caterham Renault,1:16.538,,,13
21,19,Vitaly Petrov,Caterham Renault,1:17.404,,,13
24,20,Timo Glock,Marussia Cosworth,1:17.947,,,11
22,21,Pedro de la Rosa,HRT Cosworth,1:18.096,,,11
25,22,Charles Pic,Marussia Cosworth,1:18.476,,,12
23,23,Narain Karthikeyan,HRT Cosworth,1:19.310,,,8
15,NC,Sergio Perez,Sauber Ferrari,DNF,,,2
