,Position,Driver,Car,Lap,Time,Avg Speed
15,1,Sergio Perez,Sauber Ferrari,49,1:17.296,155.557
12,2,Nico Hulkenberg,Force India Mercedes,35,1:18.423,153.322
2,3,Mark Webber,Red Bull Racing Renault,45,1:18.805,152.579
4,4,Lewis Hamilton,McLaren Mercedes,46,1:18.806,152.577
5,5,Fernando Alonso,Ferrari,45,1:18.857,152.478
7,6,Michael Schumacher,Mercedes,52,1:18.904,152.387
8,7,Nico Rosberg,Mercedes,46,1:18.977,152.246
17,8,Jean-Eric Vergne,STR Ferrari,25,1:19.013,152.177
1,9,Sebastian Vettel,Red Bull Racing Renault,43,1:19.076,152.056
6,10,Felipe Massa,Ferrari,41,1:19.101,152.008
19,11,Bruno Senna,Williams Renault,51,1:19.187,151.843
9,12,Kimi Räikkönen,Lotus Renault,51,1:19.246,151.730
20,13,Heikki Kovalainen,Caterham Renault,76,1:19.305,151.617
25,14,Charles Pic,Marussia Cosworth,61,1:19.604,151.047
24,15,Timo Glock,Marussia Cosworth,60,1:19.637,150.985
16,16,Daniel Ricciardo,STR Ferrari,44,1:19.752,150.767
11,17,Paul di Resta,Force India Mercedes,51,1:19.757,150.757
3,18,Jenson Button,McLaren Mercedes,51,1:19.923,150.444
23,19,Narain Karthikeyan,HRT Cosworth,44,1:20.286,149.764
21,20,Vitaly Petrov,Caterham Renault,12,1:20.825,148.765
14,21,Kamui Kobayashi,Sauber Ferrari,4,1:25.480,140.664
