,Position,Driver,Car,Time
10,1,Nino Farina,Ferrari,1:44.800
12,2,Jose Froilan Gonzalez,Ferrari,1:44.900
2,3,Juan Manuel Fangio,Maserati,1:45.600
14,4,Mike Hawthorn,Ferrari,1:47.000
26,5,Maurice  Trintignant,Maserati,1:47.400
4,6,Onofre Marimon,Maserati,1:47.400
32,8,Roberto Mieres,Maserati,1:49.000
8,9,Prince Bira,Maserati,1:49.300
28,10,Harry Schell,Maserati,1:50.000
16,11,Umberto  Maglioli,Ferrari,1:50.200
30,12,Toulo de Graffenried,Maserati,1:51.000
24,13,Louis  Rosier,Maserati,1:51.600
20,14,Elie Bayol,Gordini,1:52.600
22,15,Roger Loyer,Gordini,1:52.600
18,16,Jean Behra,Gordini,1:53.000
34,17,Jorge Daponte,Maserati,1:56.700
