,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
77,1,Valtteri Bottas,Mercedes,57,1:25.580,223.075,17:37:32
44,2,Lewis Hamilton,Mercedes,57,1:26.057,221.839,17:37:54
33,3,Max Verstappen,Red Bull Racing Honda,57,1:26.256,221.327,17:37:55
16,4,Charles Leclerc,Ferrari,58,1:26.926,219.621,17:39:58
10,5,Pierre Gasly,Red Bull Racing Honda,39,1:27.229,218.858,17:12:34
26,6,Daniil Kvyat,Scuderia Toro Rosso Honda,39,1:27.448,218.310,17:12:34
18,7,Lance Stroll,Racing Point BWT Mercedes,29,1:27.568,218.011,16:57:43
5,8,Sebastian Vettel,Ferrari,16,1:27.954,217.054,16:37:49
20,9,Kevin Magnussen,Haas Ferrari,56,1:28.182,216.493,17:37:30
23,10,Alexander Albon,Scuderia Toro Rosso Honda,43,1:28.188,216.478,17:18:50
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,1:28.270,216.277,17:31:40
27,12,Nico Hulkenberg,Renault,52,1:28.444,215.851,17:31:39
8,13,Romain Grosjean,Haas Ferrari,17,1:28.462,215.807,16:39:50
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,29,1:28.479,215.766,16:58:26
11,15,Sergio Perez,Racing Point BWT Mercedes,41,1:28.485,215.751,17:15:47
4,16,Lando Norris,McLaren Renault,17,1:28.555,215.581,16:39:48
63,17,George Russell,Williams Mercedes,55,1:28.713,215.197,17:38:18
88,18,Robert Kubica,Williams Mercedes,30,1:29.284,213.821,17:01:36
3,19,Daniel Ricciardo,Renault,18,1:29.848,212.478,16:41:46
55,20,Carlos Sainz,McLaren Renault,9,1:30.899,210.022,16:27:27
