,Position,Driver,Car,Q1,Q2,Q3,Laps
3,1,Jenson Button,McLaren Mercedes,1:49.250,1:47.654,1:47.573,14
14,2,Kamui Kobayashi,Sauber Ferrari,1:49.686,1:48.569,1:47.871,18
18,3,Pastor Maldonado,Williams Renault,1:48.993,1:48.780,1:47.893,20
9,4,Kimi Räikkönen,Lotus Renault,1:49.546,1:48.414,1:48.205,14
15,5,Sergio Perez,Sauber Ferrari,1:49.642,1:47.980,1:48.219,16
5,6,Fernando Alonso,Ferrari,1:49.401,1:48.598,1:48.313,15
2,7,Mark Webber,Red Bull Racing Renault,1:49.859,1:48.546,1:48.392,13
4,8,Lewis Hamilton,McLaren Mercedes,1:49.605,1:48.563,1:48.394,16
10,9,Romain Grosjean,Lotus Renault,1:50.126,1:48.714,1:48.538,18
11,10,Paul di Resta,Force India Mercedes,1:50.033,1:48.729,1:48.890,19
1,11,Sebastian Vettel,Red Bull Racing Renault,1:49.722,1:48.792,,12
12,12,Nico Hulkenberg,Force India Mercedes,1:49.362,1:48.855,,13
7,13,Michael Schumacher,Mercedes,1:49.742,1:49.081,,14
6,14,Felipe Massa,Ferrari,1:49.588,1:49.147,,13
17,15,Jean-Eric Vergne,STR Ferrari,1:49.763,1:49.354,,13
16,16,Daniel Ricciardo,STR Ferrari,1:49.572,1:49.543,,13
19,17,Bruno Senna,Williams Renault,1:49.958,1:50.088,,15
8,18,Nico Rosberg,Mercedes,1:50.181,,,10
20,19,Heikki Kovalainen,Caterham Renault,1:51.739,,,7
21,20,Vitaly Petrov,Caterham Renault,1:51.967,,,6
24,21,Timo Glock,Marussia Cosworth,1:52.336,,,8
22,22,Pedro de la Rosa,HRT Cosworth,1:53.030,,,6
25,23,Charles Pic,Marussia Cosworth,1:53.493,,,6
23,24,Narain Karthikeyan,HRT Cosworth,1:54.989,,,8
