,Position,Driver,Car,Time / Gap,Laps
4,1,Jenson Button,McLaren Mercedes,1:31.255,13
3,2,Lewis Hamilton,McLaren Mercedes,+0.507s,16
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.867s,18
5,4,Fernando Alonso,Ferrari,+1.024s,16
2,5,Mark Webber,Red Bull Racing Renault,+1.146s,14
6,6,Felipe Massa,Ferrari,+1.174s,16
7,7,Michael Schumacher,Mercedes,+1.470s,19
8,8,Nico Rosberg,Mercedes,+1.623s,17
10,9,Vitaly Petrov,Renault,+1.803s,15
14,10,Adrian Sutil,Force India Mercedes,+2.169s,14
18,11,Sebastien Buemi,STR Ferrari,+2.214s,18
19,12,Jaime Alguersuari,STR Ferrari,+2.290s,18
16,13,Kamui Kobayashi,Sauber Ferrari,+2.563s,17
17,14,Sergio Perez,Sauber Ferrari,+2.581s,21
15,15,Paul di Resta,Force India Mercedes,+2.735s,16
12,16,Pastor Maldonado,Williams Cosworth,+3.066s,21
9,17,Bruno Senna,Renault,+4.134s,5
11,18,Rubens Barrichello,Williams Cosworth,+4.396s,18
21,19,Jarno Trulli,Lotus Renault,+5.072s,16
20,20,Heikki Kovalainen,Lotus Renault,+5.657s,14
25,21,Jerome d'Ambrosio,Virgin Cosworth,+6.683s,17
24,22,Timo Glock,Virgin Cosworth,+6.756s,16
22,23,Daniel Ricciardo,HRT Cosworth,+7.100s,19
23,24,Vitantonio Liuzzi,HRT Cosworth,+9.842s,8
