,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Jenson Button,McLaren Mercedes,52,1:36.568,216.481
17,2,Sergio Perez,Sauber Ferrari,39,1:36.569,216.479
8,3,Nico Rosberg,Mercedes,50,1:36.614,216.378
5,4,Fernando Alonso,Ferrari,50,1:36.682,216.226
2,5,Mark Webber,Red Bull Racing Renault,47,1:36.828,215.900
1,6,Sebastian Vettel,Red Bull Racing Renault,52,1:36.916,215.704
10,7,Vitaly Petrov,Renault,47,1:37.053,215.399
19,8,Jaime Alguersuari,STR Ferrari,41,1:37.411,214.608
3,9,Lewis Hamilton,McLaren Mercedes,49,1:37.645,214.093
12,10,Pastor Maldonado,Williams Cosworth,50,1:37.645,214.093
6,11,Felipe Massa,Ferrari,50,1:37.800,213.754
7,12,Michael Schumacher,Mercedes,53,1:37.916,213.501
15,13,Paul di Resta,Force India Mercedes,43,1:37.970,213.383
14,14,Adrian Sutil,Force India Mercedes,43,1:38.133,213.029
9,15,Bruno Senna,Renault,42,1:38.407,212.436
11,16,Rubens Barrichello,Williams Cosworth,53,1:39.080,210.993
20,17,Heikki Kovalainen,Lotus Renault,50,1:39.297,210.532
21,18,Jarno Trulli,Lotus Renault,49,1:39.561,209.973
16,19,Kamui Kobayashi,Sauber Ferrari,44,1:39.724,209.630
22,20,Daniel Ricciardo,HRT Cosworth,49,1:41.437,206.090
24,21,Timo Glock,Virgin Cosworth,46,1:41.704,205.549
25,22,Jerome d'Ambrosio,Virgin Cosworth,45,1:41.794,205.367
18,23,Sebastien Buemi,STR Ferrari,6,1:42.107,204.738
23,24,Vitantonio Liuzzi,HRT Cosworth,37,1:42.409,204.134
