,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,44,1:35.378,205.745,15:21:52
5,2,Sebastian Vettel,Ferrari,40,1:35.423,205.648,15:15:37
77,3,Valtteri Bottas,Mercedes,41,1:35.849,204.734,15:17:44
7,4,Kimi Räikkönen,Ferrari,42,1:36.003,204.406,15:19:17
19,5,Felipe Massa,Williams Mercedes,50,1:36.511,203.330,15:34:04
11,6,Sergio Perez,Force India Mercedes,55,1:36.531,203.288,15:41:28
33,7,Max Verstappen,Red Bull Racing TAG Heuer,31,1:36.722,202.886,15:01:08
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,36,1:36.791,202.741,15:09:21
31,9,Esteban Ocon,Force India Mercedes,55,1:37.036,202.230,15:41:34
55,10,Carlos Sainz,Toro Rosso,30,1:37.398,201.478,14:59:42
20,11,Kevin Magnussen,Haas Ferrari,35,1:37.528,201.209,15:08:27
8,12,Romain Grosjean,Haas Ferrari,50,1:37.551,201.162,15:33:37
27,13,Nico Hulkenberg,Renault,36,1:38.015,200.210,15:10:44
30,14,Jolyon Palmer,Renault,47,1:38.181,199.871,15:28:54
14,15,Fernando Alonso,McLaren Honda,31,1:39.496,197.230,15:01:18
9,16,Marcus Ericsson,Sauber Ferrari,50,1:39.732,196.763,15:34:20
26,17,Daniil Kvyat,Toro Rosso,18,1:40.090,196.059,14:40:04
2,18,Stoffel Vandoorne,McLaren Honda,15,1:41.460,193.412,14:35:12
