,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,56,1:37:36.158,25
5,2,Sebastian Vettel,Ferrari,56,+6.250s,18
33,3,Max Verstappen,Red Bull Racing TAG Heuer,56,+45.192s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,56,+46.035s,12
7,5,Kimi Räikkönen,Ferrari,56,+48.076s,10
77,6,Valtteri Bottas,Mercedes,56,+48.808s,8
55,7,Carlos Sainz,Toro Rosso,56,+72.893s,6
20,8,Kevin Magnussen,Haas Ferrari,55,+1 lap,4
11,9,Sergio Perez,Force India Mercedes,55,+1 lap,2
31,10,Esteban Ocon,Force India Mercedes,55,+1 lap,1
8,11,Romain Grosjean,Haas Ferrari,55,+1 lap,0
27,12,Nico Hulkenberg,Renault,55,+1 lap,0
30,13,Jolyon Palmer,Renault,55,+1 lap,0
19,14,Felipe Massa,Williams Mercedes,55,+1 lap,0
9,15,Marcus Ericsson,Sauber Ferrari,55,+1 lap,0
14,NC,Fernando Alonso,McLaren Honda,33,DNF,0
26,NC,Daniil Kvyat,Toro Rosso,18,DNF,0
2,NC,Stoffel Vandoorne,McLaren Honda,17,DNF,0
36,NC,Antonio Giovinazzi,Sauber Ferrari,3,DNF,0
18,NC,Lance Stroll,Williams Mercedes,0,DNF,0
