,Position,Driver,Car,Time
27,1,Ayrton Senna,McLaren Honda,1:36.996
1,2,Alain Prost,Ferrari,1:37.228
2,3,Nigel Mansell,Ferrari,1:37.719
28,4,Gerhard Berger,McLaren Honda,1:38.118
5,5,Thierry Boutsen,Williams Renault,1:39.324
20,6,Nelson Piquet,Benetton Ford,1:40.049
6,7,Riccardo Patrese,Williams Renault,1:40.355
19,8,Roberto Moreno,Benetton Ford,1:40.579
30,9,Aguri Suzuki,Lola Lamborghini,1:40.888
23,10,Pierluigi Martini,Minardi Ford,1:40.899
11,11,Derek Warwick,Lotus Lamborghini,1:41.024
16,12,Ivan Capelli,Leyton House Judd,1:41.033
3,13,Satoru Nakajima,Tyrrell Ford,1:41.078
12,14,Johnny Herbert,Lotus Lamborghini,1:41.558
15,15,Mauricio Gugelmin,Leyton House Judd,1:41.698
29,16,Eric Bernard,Lola Lamborghini,1:41.709
25,17,Nicola Larini,Ligier Ford,1:42.339
21,18,Emanuele Pirro,Dallara Ford,1:42.361
24,19,Gianni Morbidelli,Minardi Ford,1:42.364
26,20,Philippe Alliot,Ligier Ford,1:42.593
8,21,Stefano Modena,Brabham Judd,1:42.617
7,22,David Brabham,Brabham Judd,1:43.156
10,23,Alex Caffi,Arrows Ford,1:43.270
9,24,Michele Alboreto,Arrows Ford,1:43.304
22,25,Andrea de Cesaris,Dallara Ford,1:43.601
