,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:10.347,1:10.303,1:10.023,14
44,2,Lewis Hamilton,Mercedes,1:10.457,1:10.712,1:10.056,14
19,3,Felipe Massa,Williams Mercedes,1:10.602,1:10.343,1:10.247,17
77,4,Valtteri Bottas,Williams Mercedes,1:10.832,1:10.421,1:10.305,17
22,5,Jenson Button,McLaren Mercedes,1:11.097,1:11.127,1:10.930,16
1,6,Sebastian Vettel,Red Bull Racing Renault,1:11.880,1:11.129,1:10.938,19
20,7,Kevin Magnussen,McLaren Mercedes,1:11.134,1:11.211,1:10.969,16
14,8,Fernando Alonso,Ferrari,1:11.558,1:11.215,1:10.977,18
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:11.593,1:11.208,1:11.075,20
7,10,Kimi Räikkönen,Ferrari,1:11.193,1:11.188,1:11.099,18
21,11,Esteban Gutierrez ,Sauber Ferrari,1:11.520,1:11.591,,18
27,12,Nico Hulkenberg,Force India Mercedes,1:11.848,1:11.976,,14
99,13,Adrian Sutil,Sauber Ferrari,1:11.943,1:12.099,,17
26,14,Daniil Kvyat,STR Renault,1:11.423,,,9
8,15,Romain Grosjean,Lotus Renault,1:12.037,,,8
25,16,Jean-Eric Vergne,STR Renault,1:12.040,,,10
11,17,Sergio Perez,Force India Mercedes,1:12.076,,,9
13,18,Pastor Maldonado,Lotus Renault,1:12.233,,,7
