,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,71,1:30:02.555,25
44,2,Lewis Hamilton,Mercedes,71,+1.457s,18
19,3,Felipe Massa,Williams Mercedes,71,+41.031s,15
22,4,Jenson Button,McLaren Mercedes,71,+48.658s,12
1,5,Sebastian Vettel,Red Bull Racing Renault,71,+51.420s,10
14,6,Fernando Alonso,Ferrari,71,+61.906s,8
7,7,Kimi Räikkönen,Ferrari,71,+63.730s,6
27,8,Nico Hulkenberg,Force India Mercedes,71,+63.934s,4
20,9,Kevin Magnussen,McLaren Mercedes,71,+70.085s,2
77,10,Valtteri Bottas,Williams Mercedes,70,+1 lap,1
26,11,Daniil Kvyat,STR Renault,70,+1 lap,0
13,12,Pastor Maldonado,Lotus Renault,70,+1 lap,0
25,13,Jean-Eric Vergne,STR Renault,70,+1 lap,0
21,14,Esteban Gutierrez ,Sauber Ferrari,70,+1 lap,0
11,15,Sergio Perez,Force India Mercedes,70,+1 lap,0
99,16,Adrian Sutil,Sauber Ferrari,70,+1 lap,0
8,17,Romain Grosjean,Lotus Renault,63,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing Renault,39,DNF,0
