,Position,Driver,Car,Laps,Time,Points
11,1,Carlos Reutemann,Ferrari,63,1:49:59.860,9
14,2,Emerson Fittipaldi,Fittipaldi Ford,63,+49.130s,6
1,3,Niki Lauda,Brabham Alfa Romeo,63,+57.020s,4
5,4,Mario Andretti,Lotus Ford,63,+93.120s,3
17,5,Clay Regazzoni,Shadow Ford,62,+1 lap,2
3,6,Didier Pironi,Tyrrell Ford,62,+1 lap,1
9,7,Jochen Mass,ATS Ford,62,+1 lap,0
2,8,John Watson,Brabham Alfa Romeo,61,+2 laps,0
26,9,Jacques Laffite,Ligier Matra,61,+2 laps,0
36,10,Riccardo Patrese,Arrows Ford,59,+4 laps,0
27,11,Alan  Jones,Williams Ford,58,+5 laps,0
25,NC,Hector Rebaque,Lotus Ford,40,DNF,0
12,NC,Gilles Villeneuve,Ferrari,35,DNF,0
8,NC,Patrick Tambay,McLaren Ford,34,DNF,0
16,NC,Hans-Joachim Stuck,Shadow Ford,25,DNF,0
7,NC,James Hunt,McLaren Ford,25,DNF,0
20,NC,Jody Scheckter,Wolf Ford,16,DNF,0
6,NC,Ronnie Peterson,Lotus Ford,15,DNF,0
22,NC,Danny Ongais,Ensign Ford,13,DNF,0
30,NC,Brett Lunger,McLaren Ford,11,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,8,DNF,0
18,NC,Rupert Keegan,Surtees Ford,5,DNF,0
23,NC,Lamberto Leoni,Ensign Ford,0,DNF,0
10,NC,Jean-Pierre Jarier,ATS Ford,,DNS,0
