,Position,Driver,Car,Laps,Time,Points
22,1,Dan Gurney,Brabham Climax,57,2:07:49.100,9
8,2,Graham Hill,BRM,57,+24.100s,6
20,3,Jack Brabham,Brabham Climax,57,+24.900s,4
4,4,Peter  Arundell ,Lotus Climax,57,+70.600s,3
10,5,Richie Ginther,BRM,57,+132.100s,2
12,6,Bruce McLaren,Cooper Climax,56,+1 lap,1
14,7,Phil Hill,Cooper Climax,56,+1 lap,0
6,8,Mike Hailwood,Lotus BRM,56,+1 lap,0
26,9,Lorenzo Bandini,Ferrari,55,+2 laps,0
34,10,Chris Amon,Lotus BRM,53,+4 laps,0
28,11,Maurice  Trintignant,BRM,52,+5 laps,0
19,12,Bob Anderson,Brabham Climax,50,+7 laps,0
16,NC,Innes Ireland,BRP BRM,31,DNF,0
2,NC,Jim Clark,Lotus Climax,31,DNF,0
24,NC,John Surtees,Ferrari,6,DNF,0
18,NC,Trevor  Taylor ,BRP BRM,6,DNF,0
30,NC,Jo Siffert,Brabham BRM,4,DNF,0
