,Position,Driver,Car,Laps,Time,Points
1,1,Niki Lauda,Ferrari,70,1:42:53.230,9
2,2,Clay Regazzoni,Ferrari,70,+3.460s,6
26,3,Jacques Laffite,Ligier Matra,70,+35.380s,4
3,4,Jody Scheckter,Tyrrell Ford,70,+91.080s,3
19,5,Alan  Jones,Surtees Ford,69,+1 lap,2
12,6,Jochen Mass,McLaren Ford,69,+1 lap,1
28,7,John Watson,Penske Ford,69,+1 lap,0
37,8,Larry Perkins,Boro Ford,69,+1 lap,0
17,9,Jean-Pierre Jarier,Shadow Ford,69,+1 lap,0
16,10,Tom Pryce,Shadow Ford,68,+2 laps,0
21,11,Michel Leclere,Wolf-Williams,68,+2 laps,0
32,12,Loris Kessel,Brabham Ford,63,+7 laps,0
18,NC,Brett Lunger,Surtees Ford,62,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,58,DNF,0
22,NC,Chris Amon,Ensign Ford,51,DNF,0
11,NC,James Hunt,McLaren Ford,35,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,33,DNF,0
24,NC,Harald Ertl,Hesketh Ford,31,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,29,DNF,0
5,NC,Mario Andretti,Lotus Ford,28,DNF,0
33,NC,Patrick Neve,Brabham Ford,24,DNF,0
35,NC,Arturo Merzario,March Ford,21,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,17,DNF,0
10,NC,Ronnie Peterson,March Ford,16,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,7,DNF,0
9,NC,Vittorio Brambilla,March Ford,6,DNF,0
