,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,70,1:31:13.591,10
4,2,Ralf Schumacher,Williams BMW,70,+0.784s,8
3,3,Juan Pablo Montoya,Williams BMW,70,+1.355s,6
8,4,Fernando Alonso,Renault,70,+4.481s,5
2,5,Rubens Barrichello,Ferrari,70,+64.261s,4
6,6,Kimi Räikkönen,McLaren Mercedes,70,+70.502s,3
14,7,Mark Webber,Jaguar Cosworth,69,+1 lap,2
20,8,Olivier Panis,Toyota,69,+1 lap,1
19,9,Jos Verstappen,Minardi Cosworth,68,+2 laps,0
15,10,Antonio Pizzonia,Jaguar Cosworth,66,DNF,0
21,11,Cristiano da Matta,Toyota,64,DNF,0
18,NC,Justin Wilson,Minardi Cosworth,60,DNF,0
17,NC,Jenson Button,BAR Honda,51,DNF,0
5,NC,David Coulthard,McLaren Mercedes,47,DNF,0
9,NC,Nick Heidfeld,Sauber Petronas,47,DNF,0
7,NC,Jarno Trulli,Renault,22,DNF,0
11,NC,Giancarlo Fisichella,Jordan Ford,20,DNF,0
12,NC,Ralph Firman,Jordan Ford,20,DNF,0
16,NC,Jacques Villeneuve,BAR Honda,14,DNF,0
10,NC,Heinz-Harald Frentzen,Sauber Petronas,6,DNF,0
