,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Fernando Alonso,Renault,53,1:16.040,206.465
3,2,Juan Pablo Montoya,Williams BMW,39,1:16.349,205.629
2,3,Rubens Barrichello,Ferrari,35,1:16.368,205.578
1,4,Michael Schumacher,Ferrari,46,1:16.378,205.551
4,5,Ralf Schumacher,Williams BMW,48,1:16.599,204.958
6,6,Kimi Räikkönen,McLaren Mercedes,67,1:16.699,204.691
5,7,David Coulthard,McLaren Mercedes,23,1:17.088,203.658
11,8,Giancarlo Fisichella,Jordan Ford,20,1:17.186,203.399
15,9,Antonio Pizzonia,Jaguar Cosworth,54,1:17.324,203.036
17,10,Jenson Button,BAR Honda,22,1:17.562,202.413
14,11,Mark Webber,Jaguar Cosworth,45,1:17.592,202.335
9,12,Nick Heidfeld,Sauber Petronas,44,1:17.769,201.874
21,13,Cristiano da Matta,Toyota,38,1:17.787,201.828
20,14,Olivier Panis,Toyota,40,1:17.904,201.524
18,15,Justin Wilson,Minardi Cosworth,42,1:18.039,201.176
19,16,Jos Verstappen,Minardi Cosworth,38,1:18.521,199.941
7,17,Jarno Trulli,Renault,16,1:18.696,199.496
12,18,Ralph Firman,Jordan Ford,18,1:19.453,197.596
16,19,Jacques Villeneuve,BAR Honda,6,1:19.780,196.786
10,20,Heinz-Harald Frentzen,Sauber Petronas,3,1:20.043,196.139
