,Position,Driver,Car,Laps,Time,Points
0,1,Damon Hill,Williams Renault,71,1:41:10.165,10
2,2,David Coulthard,Williams Renault,71,+0.603s,6
7,3,Mika Hakkinen,McLaren Peugeot,71,+20.193s,4
14,4,Rubens Barrichello,Jordan Hart,71,+28.003s,3
6,5,Jos Verstappen,Benetton Ford,71,+29.385s,2
8,6,Martin Brundle,McLaren Peugeot,71,+52.702s,1
15,7,Eddie Irvine,Jordan Hart,70,+1 lap,0
9,8,Christian Fittipaldi,Footwork Ford,70,+1 lap,0
10,9,Gianni Morbidelli,Footwork Ford,70,+1 lap,0
25,10,Eric Bernard,Ligier Renault,70,+1 lap,0
12,11,Johnny Herbert,Lotus Mugen Honda,70,+1 lap,0
23,12,Pierluigi Martini,Minardi Ford,69,+2 laps,0
24,13,Michele Alboreto,Minardi Ford,69,+2 laps,0
19,14,Yannick Dalmas,Larrousse Ford,69,+2 laps,0
32,15,Jean-Marc Gounon,Simtek Ford,67,+4 laps,0
11,16,Philippe Adams,Lotus Mugen Honda,67,+4 laps,0
4,NC,Mark Blundell,Tyrrell Yamaha,61,DNF,0
5,NC,Jyrki Jarvilehto,Benetton Ford,60,DNF,0
29,NC,Andrea de Cesaris,Sauber Mercedes,54,DNF,0
27,NC,Jean Alesi,Ferrari,38,DNF,0
31,NC,David Brabham,Simtek Ford,36,DNF,0
30,NC,Heinz-Harald Frentzen,Sauber Mercedes,31,DNF,0
20,NC,Erik Comas,Larrousse Ford,27,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,26,DNF,0
28,NC,Gerhard Berger,Ferrari,7,DNF,0
