,Position,Driver,Car,Time / Gap,Laps
2,1,David Coulthard,Williams Renault,1:22.133,21
0,2,Damon Hill,Williams Renault,+0.071s,21
3,3,Ukyo Katayama,Tyrrell Yamaha,+0.241s,19
14,4,Rubens Barrichello,Jordan Hart,+0.358s,21
7,5,Mika Hakkinen,McLaren Peugeot,+0.432s,22
8,6,Martin Brundle,McLaren Peugeot,+0.602s,22
28,7,Gerhard Berger,Ferrari,+0.663s,19
27,8,Jean Alesi,Ferrari,+1.250s,16
30,9,Heinz-Harald Frentzen,Sauber Mercedes,+1.649s,23
15,10,Eddie Irvine,Jordan Hart,+1.661s,11
6,11,Jos Verstappen,Benetton Ford,+1.685s,23
4,12,Mark Blundell,Tyrrell Yamaha,+1.691s,23
12,13,Johnny Herbert,Lotus Mugen Honda,+1.711s,17
9,14,Christian Fittipaldi,Footwork Ford,+1.893s,16
5,15,Jyrki Jarvilehto,Benetton Ford,+2.058s,21
10,16,Gianni Morbidelli,Footwork Ford,+2.123s,13
29,17,Andrea de Cesaris,Sauber Mercedes,+2.139s,22
24,18,Michele Alboreto,Minardi Ford,+2.452s,22
23,19,Pierluigi Martini,Minardi Ford,+2.590s,19
19,20,Yannick Dalmas,Larrousse Ford,+2.708s,23
31,21,David Brabham,Simtek Ford,+3.212s,23
20,22,Erik Comas,Larrousse Ford,+3.249s,21
26,23,Olivier Panis,Ligier Renault,+3.366s,21
32,24,Jean-Marc Gounon,Simtek Ford,+3.942s,13
25,25,Eric Bernard,Ligier Renault,+4.248s,10
11,26,Philippe Adams,Lotus Mugen Honda,+4.713s,23
34,27,Bertrand Gachot,Pacific Ilmor,+8.607s,8
33,28,Paul Belmondo,Pacific Ilmor,+9.120s,10
