,Position,Driver,Car,Time
3,1,Jim Clark,Lotus Climax,8:45.800
7,2,John Surtees,Ferrari,8:46.700
15,3,Lorenzo Bandini,Cooper Climax,8:54.300
1,4,Graham Hill,BRM,8:57.200
5,5,Bruce McLaren,Cooper Climax,8:57.300
2,6,Richie Ginther,BRM,9:02.800
8,7,Willy Mairesse,Ferrari,9:03.500
9,8,Jack Brabham,Lotus Climax,9:04.200
18,9,Jo Siffert,Lotus BRM,9:11.100
6,10,Tony Maggs,Cooper Climax,9:11.600
14,11,Innes Ireland,Lotus BRM,9:14.600
16,12,Jo Bonnier,Cooper Climax,9:16.000
10,13,Dan Gurney,Lotus Climax,9:17.200
21,14,Chris Amon,Lola Climax,9:20.100
26,15,Gerhard Mitter,Porsche,9:20.900
20,16,Jim  Hall ,Lotus BRM,9:22.700
17,17,Carel Godin de Beaufort ,Porsche,9:25.100
4,18,Trevor  Taylor ,Lotus Climax,9:33.800
24,19,Ian Burgess ,Scirocco BRM,9:52.200
22,20,Mario  de Araujo Cabral ,Cooper Climax,9:53.100
28,21,Bernard  Collomb ,Lotus Climax,10:01.000
23,22,Tony  Settember ,Scirocco BRM,10:02.000
