,Position,Driver,Car,Laps,Time,Points
7,1,John Surtees,Ferrari,15,2:13:06.800,9
3,2,Jim Clark,Lotus Climax,15,+77.500s,6
2,3,Richie Ginther,BRM,15,+164.900s,4
26,4,Gerhard Mitter,Porsche,15,+491.500s,3
20,5,Jim  Hall ,Lotus BRM,14,+1 lap,2
16,6,Jo Bonnier,Cooper Climax,14,+1 lap,1
9,7,Jack Brabham,Brabham Climax,14,+1 lap,0
4,8,Trevor  Taylor ,Lotus Climax,14,+1 lap,0
18,9,Jo Siffert,Lotus BRM,10,DNF,0
28,10,Bernard  Collomb ,Lotus Climax,10,+5 laps,0
17,NC,Carel Godin de Beaufort ,Porsche,9,DNF,0
6,NC,Tony Maggs,Cooper Climax,7,DNF,0
10,NC,Dan Gurney,Brabham Climax,6,DNF,0
22,NC,Mario  de Araujo Cabral ,Cooper Climax,6,DNF,0
24,NC,Ian Burgess ,Scirocco BRM,5,DNF,0
23,NC,Tony  Settember ,Scirocco BRM,5,DNF,0
5,NC,Bruce McLaren,Cooper Climax,3,DNF,0
21,NC,Chris Amon,Lola Climax,2,DNF,0
1,NC,Graham Hill,BRM,2,DNF,0
8,NC,Willy Mairesse,Ferrari,1,DNF,0
14,NC,Innes Ireland,Lotus BRM,1,DNF,0
15,NC,Lorenzo Bandini,BRM,0,DNF,0
