,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:34.070
27,2,Alan  Jones,Williams Ford,1:34.280
15,3,Jean-Pierre Jabouille,Renault,1:34.450
5,4,Niki Lauda,Brabham Ford,1:35.510
12,5,Gilles Villeneuve,Ferrari,1:35.700
28,6,Clay Regazzoni,Williams Ford,1:35.820
6,7,Nelson Piquet,Brabham Ford,1:35.850
26,8,Jacques Laffite,Ligier Ford,1:35.920
11,9,Jody Scheckter,Ferrari,1:36.100
3,10,Didier Pironi,Tyrrell Ford,1:36.260
4,11,Derek Daly,Tyrrell Ford,1:36.420
20,12,Keke Rosberg,Wolf Ford,1:36.670
29,13,Riccardo Patrese,Arrows Ford,1:36.710
8,14,Patrick Tambay,McLaren Ford,1:36.720
1,15,Mario Andretti,Lotus Ford,1:37.110
7,16,John Watson,McLaren Ford,1:37.160
2,17,Carlos Reutemann,Lotus Ford,1:37.320
9,18,Hans-Joachim Stuck,ATS Ford,1:37.930
14,19,Emerson Fittipaldi,Fittipaldi Ford,1:38.380
30,20,Jochen Mass,Arrows Ford,1:38.850
25,21,Jacky Ickx,Ligier Ford,1:39.310
18,22,Elio de Angelis,Shadow Ford,1:39.440
17,23,Jan Lammers,Shadow Ford,1:39.450
22,24,Patrick Gaillard,Ensign Ford,1:41.100
