,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,54,1:27:38.010,9
12,2,Gilles Villeneuve,Ferrari,54,+36.050s,6
26,3,Jacques Laffite,Ligier Ford,54,+46.770s,4
11,4,Jody Scheckter,Ferrari,54,+47.210s,3
28,5,Clay Regazzoni,Williams Ford,54,+48.920s,2
16,6,Rene Arnoux,Renault,53,+1 lap,1
3,7,Didier Pironi,Tyrrell Ford,53,+1 lap,0
4,8,Derek Daly,Tyrrell Ford,53,+1 lap,0
7,9,John Watson,McLaren Ford,53,+1 lap,0
8,10,Patrick Tambay,McLaren Ford,53,+1 lap,0
5,NC,Niki Lauda,Brabham Alfa Romeo,45,DNF,0
22,NC,Patrick Gaillard,Ensign Ford,42,DNF,0
18,NC,Elio de Angelis,Shadow Ford,34,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,34,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,32,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,28,DNF,0
25,NC,Jacky Ickx,Ligier Ford,26,DNF,0
2,NC,Carlos Reutemann,Lotus Ford,22,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,16,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,15,DNF,0
20,NC,Keke Rosberg,Wolf Ford,15,DNF,0
17,NC,Jan Lammers,Shadow Ford,3,DNF,0
30,NC,Jochen Mass,Arrows Ford,1,DNF,0
1,NC,Mario Andretti,Lotus Ford,0,DNF,0
