,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:33.467
2,2,Carlos Reutemann,Williams Ford,1:34.140
15,3,Alain Prost,Renault,1:34.374
26,4,Jacques Laffite,Ligier Matra,1:35.062
1,5,Alan  Jones,Williams Ford,1:35.359
5,6,Nelson Piquet,Brabham Ford,1:35.449
7,7,John Watson,McLaren Ford,1:35.557
28,8,Didier Pironi,Ferrari,1:35.596
27,9,Gilles Villeneuve,Ferrari,1:35.627
23,10,Bruno Giacomelli,Alfa Romeo,1:35.946
11,11,Elio de Angelis,Lotus Ford,1:36.158
12,12,Nigel Mansell,Lotus Ford,1:36.210
22,13,Mario Andretti,Alfa Romeo,1:36.296
6,14,Hector Rebaque,Brabham Ford,1:36.472
25,15,Patrick Tambay,Ligier Matra,1:36.515
8,16,Andrea de Cesaris,McLaren Ford,1:37.019
3,17,Eddie  Cheever,Tyrrell Ford,1:37.160
32,18,Jean-Pierre Jarier,Osella Hart,1:37.264
17,19,Derek Daly,March Ford,1:37.303
29,20,Riccardo Patrese,Arrows Ford,1:37.355
10,21,Slim Borgudd,ATS Ford,1:37.807
4,22,Michele Alboreto,Tyrrell Ford,1:37.912
35,23,Brian Henton,Toleman Hart,1:38.012
14,24,Eliseo Salazar,Ensign Ford,1:38.053
