,Position,Driver,Car,Laps,Time,Points
15,1,Alain Prost,Renault,52,1:26:33.897,9
1,2,Alan  Jones,Williams Ford,52,+22.175s,6
2,3,Carlos Reutemann,Williams Ford,52,+50.587s,4
11,4,Elio de Angelis,Lotus Ford,52,+92.902s,3
28,5,Didier Pironi,Ferrari,52,+94.522s,2
5,6,Nelson Piquet,Brabham Ford,51,DNF,1
8,7,Andrea de Cesaris,McLaren Ford,51,DNF,0
23,8,Bruno Giacomelli,Alfa Romeo,50,+2 laps,0
32,9,Jean-Pierre Jarier,Osella Hart,50,+2 laps,0
35,10,Brian Henton,Toleman Hart,49,+3 laps,0
22,NC,Mario Andretti,Alfa Romeo,41,DNF,0
17,NC,Derek Daly,March Ford,37,DNF,0
25,NC,Patrick Tambay,Ligier Matra,22,DNF,0
12,NC,Nigel Mansell,Lotus Ford,21,DNF,0
7,NC,John Watson,McLaren Ford,19,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,19,DNF,0
4,NC,Michele Alboreto,Tyrrell Ford,16,DNF,0
14,NC,Eliseo Salazar,Ensign Ford,13,DNF,0
16,NC,Rene Arnoux,Renault,12,DNF,0
26,NC,Jacques Laffite,Ligier Matra,11,DNF,0
3,NC,Eddie  Cheever,Tyrrell Ford,11,DNF,0
10,NC,Slim Borgudd,ATS Ford,10,DNF,0
27,NC,Gilles Villeneuve,Ferrari,6,DNF,0
6,NC,Hector Rebaque,Brabham Ford,0,DNF,0
