,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Lewis Hamilton,McLaren Mercedes,32,1:49.069,231.178
6,2,Mark Webber,RBR Renault,32,1:49.395,230.489
11,3,Robert Kubica,Renault,29,1:49.807,229.624
7,4,Felipe Massa,Ferrari,26,1:50.111,228.990
14,5,Adrian Sutil,Force India Mercedes,25,1:50.477,228.232
5,6,Sebastian Vettel,RBR Renault,22,1:50.868,227.427
12,7,Vitaly Petrov,Renault,32,1:51.175,226.799
8,8,Fernando Alonso,Ferrari,29,1:51.374,226.393
17,9,Jaime Alguersuari,STR Ferrari,31,1:51.576,225.984
4,10,Nico Rosberg,Mercedes,31,1:51.688,225.757
23,11,Kamui Kobayashi,Sauber Ferrari,29,1:51.749,225.634
10,12,Nico Hulkenberg,Williams Cosworth,28,1:51.864,225.402
3,13,Michael Schumacher,Mercedes,32,1:51.914,225.301
15,14,Vitantonio Liuzzi,Force India Mercedes,31,1:52.267,224.593
22,15,Pedro de la Rosa,Sauber Ferrari,31,1:52.537,224.054
1,16,Jenson Button,McLaren Mercedes,6,1:52.879,223.375
16,17,Sebastien Buemi,STR Ferrari,30,1:52.966,223.203
18,18,Jarno Trulli,Lotus Cosworth,24,1:55.103,219.059
24,19,Timo Glock,Virgin Cosworth,31,1:55.268,218.745
20,20,Sakon Yamamoto,HRT Cosworth,31,1:55.484,218.336
25,21,Lucas di Grassi,Virgin Cosworth,25,1:55.705,217.919
19,22,Heikki Kovalainen,Lotus Cosworth,23,1:55.797,217.746
21,23,Bruno Senna,HRT Cosworth,5,2:20.201,179.844
