,Position,Driver,Car,Laps,Time,Points
12,1,Niki Lauda,Ferrari,59,1:42:58.175,9
1,2,Emerson Fittipaldi,McLaren Ford,59,+4.943s,6
2,3,Jochen Mass,McLaren Ford,59,+47.637s,4
24,4,James Hunt,Hesketh Ford,59,+49.475s,3
5,5,Ronnie Peterson,Lotus Ford,59,+49.986s,2
3,6,Jody Scheckter,Tyrrell Ford,59,+50.321s,1
9,7,Vittorio Brambilla,March Ford,59,+104.031s,0
10,8,Hans-Joachim Stuck,March Ford,58,+1 lap,0
28,9,John Watson,Penske Ford,57,+2 laps,0
30,10,Wilson Fittipaldi,Fittipaldi Ford,55,+4 laps,0
16,NC,Tom Pryce,Shadow Ford,52,+7 laps,0
6,NC,Brian Henton,Lotus Ford,49,+10 laps,0
25,NC,Brett Lunger,Hesketh Ford,46,DNF,0
31,NC,Roelof   Wunderink,Ensign Ford,41,DNF,0
11,NC,Clay Regazzoni,Ferrari,28,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,19,DNF,0
7,NC,Carlos Reutemann,Brabham Ford,9,DNF,0
27,NC,Mario Andretti,Parnelli Ford,9,DNF,0
23,NC,Tony Brise,Hill Ford,5,DNF,0
15,NC,Michel Leclere,Tyrrell Ford,5,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,2,DNF,0
8,NC,Carlos Pace,Brabham Ford,2,DNF,0
