,Position,Driver,Car,Time
1,1,Juan Manuel Fangio,Maserati,9:25.600
8,2,Mike Hawthorn,Lanica Ferrari,9:28.400
2,3,Jean Behra,Maserati,9:30.500
7,4,Peter Collins,Lanica Ferrari,9:34.700
11,5,Tony Brooks,Vanwall,9:36.100
3,6,Harry Schell,Maserati,9:39.200
10,7,Stirling Moss,Vanwall,9:41.200
6,8,Luigi Musso,Lanica Ferrari,9:43.100
12,9,Stuart  Lewis-Evans ,Vanwall,9:45.000
16,10,Masten Gregory,Maserati,9:51.500
17,11,Hans  Herrmann,Maserati,10:00.000
21,12,Edgar Barth,Porsche (F2),10:02.200
4,13,Giorgio  Scarlatti ,Maserati,10:04.900
23,14,Roy Salvadori,Cooper Climax,10:06.000
20,15,Umberto  Maglioli,Porsche (F2),10:08.900
15,16,Bruce  Halford ,Maserati,10:14.500
28,17,Brian  Naylor ,Cooper Climax,10:15.000
24,18,Jack Brabham,Cooper Climax,10:18.800
19,19,Horace  Gould ,Maserati,10:20.800
27,20,Carel Godin de Beaufort ,Porsche (F2),10:25.900
18,21,Paco  Godia,Maserati,10:32.300
25,22,Tony  Marsh ,Cooper Climax,10:48.200
26,23,Paul England,Cooper Climax,11:08.400
29,24,Dick   Gibson,Cooper Climax,11:46.400
