,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:30.872
1,2,Max Verstappen,Red Bull Racing RBPT,1:31.176
11,3,Sergio Perez,Red Bull Racing RBPT,1:31.335
44,4,Lewis Hamilton,Mercedes,1:31.765
4,5,Lando Norris,McLaren Mercedes,1:32.032
63,6,George Russell,Mercedes,1:32.131
14,7,Fernando Alonso,Alpine Renault,1:32.552
22,8,Yuki Tsunoda,AlphaTauri RBPT,1:32.780
3,9,Daniel Ricciardo,McLaren Mercedes,1:32.922
31,10,Esteban Ocon,Alpine Renault,1:33.048
77,11,Valtteri Bottas,Alfa Romeo Ferrari,1:33.052
5,12,Sebastian Vettel,Aston Martin Aramco Mercedes,1:33.276
23,13,Alexander Albon,Williams Mercedes,1:33.307
10,14,Pierre Gasly,AlphaTauri RBPT,1:33.439
18,15,Lance Stroll,Aston Martin Aramco Mercedes,1:33.439
24,16,Guanyu Zhou,Alfa Romeo Ferrari,1:33.674
47,17,Mick Schumacher,Haas Ferrari,1:33.701
6,18,Nicholas Latifi,Williams Mercedes,1:33.794
55,19,Carlos Sainz,Ferrari,
20,20,Kevin Magnussen,Haas Ferrari,
