,Position,Driver,Car,Time
14,1,Stirling Moss,Cooper Climax,1:39.700
30,2,Tony Brooks,Ferrari,1:39.800
12,3,Jack Brabham,Cooper Climax,1:40.200
36,4,Dan Gurney,Ferrari,1:40.800
32,5,Phil Hill,Ferrari,1:41.200
38,6,Olivier  Gendebien,Ferrari,1:41.400
2,7,Harry Schell,BRM,1:41.600
34,8,Cliff Allison,Ferrari,1:41.800
8,9,Bruce McLaren,Cooper Climax,1:42.000
18,10,Graham Hill,Lotus Climax,1:42.900
6,11,Jo Bonnier,BRM,1:43.100
10,12,Giorgio  Scarlatti ,Cooper Climax,1:43.300
16,13,Maurice  Trintignant,Cooper Climax,1:43.400
20,14,Innes Ireland,Lotus Climax,1:43.500
4,15,Ron Flockhart,BRM,1:43.600
42,16,Ian Burgess ,Maserati,1:44.600
24,17,Roy Salvadori,Aston Martin,1:44.700
40,18,Colin  Davis ,Maserati,1:44.900
26,19,Carroll  Shelby ,Aston Martin,1:46.400
22,20,Jack  Fairman,Cooper Climax,1:49.400
28,21,Giulio Cabianca,Maserati,1:51.500
