,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,61,1:24.069,187.603
1,2,Sebastian Vettel,Red Bull Racing Renault,57,1:24.553,186.529
10,3,Lewis Hamilton,Mercedes,69,1:24.647,186.322
9,4,Nico Rosberg,Mercedes,62,1:25.089,185.354
4,5,Felipe Massa,Ferrari,59,1:25.176,185.164
7,6,Kimi Räikkönen,Lotus Renault,61,1:25.260,184.982
8,7,Romain Grosjean,Lotus Renault,54,1:25.328,184.834
3,8,Fernando Alonso,Ferrari,56,1:25.394,184.692
16,9,Pastor Maldonado,Williams Renault,69,1:25.597,184.254
6,10,Sergio Perez,McLaren Mercedes,59,1:26.143,183.086
5,11,Jenson Button,McLaren Mercedes,56,1:26.195,182.975
18,12,Jean-Eric Vergne,STR Ferrari,53,1:26.491,182.349
14,13,Paul di Resta,Force India Mercedes,55,1:26.608,182.103
11,14,Nico Hulkenberg,Sauber Ferrari,58,1:26.740,181.826
19,15,Daniel Ricciardo,STR Ferrari,58,1:26.863,181.568
17,16,Valtteri Bottas,Williams Renault,41,1:27.127,181.018
21,17,Giedo van der Garde,Caterham Renault,47,1:27.473,180.302
20,18,Charles Pic,Caterham Renault,54,1:27.725,179.784
23,19,Max Chilton,Marussia Cosworth,65,1:28.160,178.897
22,20,Jules Bianchi,Marussia Cosworth,57,1:28.250,178.715
15,21,Adrian Sutil,Force India Mercedes,12,1:28.548,178.113
12,22,Esteban Gutierrez ,Sauber Ferrari,16,1:29.135,176.940
