,Position,Driver,Car,Time
10,1,Lewis Hamilton,Mercedes,1:19.388
1,2,Sebastian Vettel,Red Bull Racing Renault,1:19.426
8,3,Romain Grosjean,Lotus Renault,1:19.595
9,4,Nico Rosberg,Mercedes,1:19.720
3,5,Fernando Alonso,Ferrari,1:19.791
7,6,Kimi Räikkönen,Lotus Renault,1:19.851
4,7,Felipe Massa,Ferrari,1:19.929
19,8,Daniel Ricciardo,STR Ferrari,1:20.641
6,9,Sergio Perez,McLaren Mercedes,1:22.398
2,10,Mark Webber,Red Bull Racing Renault,
15,11,Adrian Sutil,Force India Mercedes,1:20.569
11,12,Nico Hulkenberg,Sauber Ferrari,1:20.580
5,13,Jenson Button,McLaren Mercedes,1:20.777
18,14,Jean-Eric Vergne,STR Ferrari,1:21.029
16,15,Pastor Maldonado,Williams Renault,1:21.133
17,16,Valtteri Bottas,Williams Renault,1:21.219
12,17,Esteban Gutierrez ,Sauber Ferrari,1:21.724
14,18,Paul di Resta,Force India Mercedes,1:22.043
20,19,Charles Pic,Caterham Renault,1:23.007
21,20,Giedo van der Garde,Caterham Renault,1:23.333
22,21,Jules Bianchi,Marussia Cosworth,1:23.787
23,22,Max Chilton,Marussia Cosworth,1:23.997
