,Position,Driver,Car,Laps,Time,Points
10,1,Lewis Hamilton,Mercedes,70,1:42:29.445,25
7,2,Kimi Räikkönen,Lotus Renault,70,+10.938s,18
1,3,Sebastian Vettel,Red Bull Racing Renault,70,+12.459s,15
2,4,Mark Webber,Red Bull Racing Renault,70,+18.044s,12
3,5,Fernando Alonso,Ferrari,70,+31.411s,10
8,6,Romain Grosjean,Lotus Renault,70,+52.295s,8
5,7,Jenson Button,McLaren Mercedes,70,+53.819s,6
4,8,Felipe Massa,Ferrari,70,+56.447s,4
6,9,Sergio Perez,McLaren Mercedes,69,+1 lap,2
16,10,Pastor Maldonado,Williams Renault,69,+1 lap,1
11,11,Nico Hulkenberg,Sauber Ferrari,69,+1 lap,0
18,12,Jean-Eric Vergne,STR Ferrari,69,+1 lap,0
19,13,Daniel Ricciardo,STR Ferrari,69,+1 lap,0
21,14,Giedo van der Garde,Caterham Renault,68,+2 laps,0
20,15,Charles Pic,Caterham Renault,68,+2 laps,0
22,16,Jules Bianchi,Marussia Cosworth,67,+3 laps,0
23,17,Max Chilton,Marussia Cosworth,67,+3 laps,0
14,18,Paul di Resta,Force India Mercedes,66,DNF,0
9,19,Nico Rosberg,Mercedes,64,DNF,0
17,NC,Valtteri Bottas,Williams Renault,42,DNF,0
12,NC,Esteban Gutierrez ,Sauber Ferrari,28,DNF,0
15,NC,Adrian Sutil,Force India Mercedes,19,DNF,0
