,Position,Driver,Car,Q1,Q2,Q3,Laps
10,1,Lewis Hamilton,Mercedes,1:20.363,1:19.862,1:19.388,15
1,2,Sebastian Vettel,Red Bull Racing Renault,1:20.646,1:19.992,1:19.426,12
8,3,Romain Grosjean,Lotus Renault,1:20.447,1:20.101,1:19.595,15
9,4,Nico Rosberg,Mercedes,1:20.350,1:19.778,1:19.720,16
3,5,Fernando Alonso,Ferrari,1:20.652,1:20.183,1:19.791,15
7,6,Kimi Räikkönen,Lotus Renault,1:20.867,1:20.243,1:19.851,17
4,7,Felipe Massa,Ferrari,1:21.004,1:20.460,1:19.929,15
19,8,Daniel Ricciardo,STR Ferrari,1:21.181,1:20.527,1:20.641,14
6,9,Sergio Perez,McLaren Mercedes,1:21.612,1:20.545,1:22.398,16
2,10,Mark Webber,Red Bull Racing Renault,1:21.264,1:20.503,DNF,13
15,11,Adrian Sutil,Force India Mercedes,1:21.471,1:20.569,,17
11,12,Nico Hulkenberg,Sauber Ferrari,1:21.028,1:20.580,,13
5,13,Jenson Button,McLaren Mercedes,1:21.131,1:20.777,,10
18,14,Jean-Eric Vergne,STR Ferrari,1:21.345,1:21.029,,12
16,15,Pastor Maldonado,Williams Renault,1:20.816,1:21.133,,15
17,16,Valtteri Bottas,Williams Renault,1:21.135,1:21.219,,13
12,17,Esteban Gutierrez ,Sauber Ferrari,1:21.724,,,11
14,18,Paul di Resta,Force India Mercedes,1:22.043,,,11
20,19,Charles Pic,Caterham Renault,1:23.007,,,8
21,20,Giedo van der Garde,Caterham Renault,1:23.333,,,7
22,21,Jules Bianchi,Marussia Cosworth,1:23.787,,,8
23,22,Max Chilton,Marussia Cosworth,1:23.997,,,8
