,Position,Driver,Car,Laps,Time,Points
15,1,Jackie Stewart,Matra Ford,108,1:59:20.290,9
10,2,Graham Hill,Lotus Ford,108,+24.680s,6
5,3,John Surtees,Honda,107,+1 lap,4
14,4,Dan Gurney,McLaren Ford,107,+1 lap,3
16,5,Jo Siffert,Lotus Ford,105,+3 laps,2
2,6,Bruce McLaren,McLaren Ford,103,+5 laps,1
22,NC,Piers   Courage,BRM,93,DNF,0
1,NC,Denny Hulme,McLaren Ford,92,DNF,0
19,NC,Lucien Bianchi,Cooper BRM,88,DNF,0
3,NC,Jack Brabham,Brabham Repco,77,DNF,0
4,NC,Jochen Rindt,Brabham Repco,73,DNF,0
18,NC,Vic  Elford ,Cooper BRM,71,DNF,0
8,NC,Pedro Rodriguez,BRM,66,DNF,0
17,NC,Jo Bonnier,Mclaren BRM,62,DNF,0
6,NC,Chris Amon,Ferrari,59,DNF,0
21,NC,Jean-Pierre Beltoise,Matra,44,DNF,0
9,NC,Bobby   Unser,BRM,35,DNF,0
12,NC,Mario Andretti,Lotus Ford,32,DNF,0
7,NC,Derek Bell,Ferrari,14,DNF,0
