,Position,Driver,Car,Time
1,1,Michael Schumacher,Benetton Renault,1:38.023
27,2,Jean Alesi,Ferrari,1:38.888
8,3,Mika Hakkinen,McLaren Mercedes,1:38.954
5,4,Damon Hill,Williams Renault,1:39.032
28,5,Gerhard Berger,Ferrari,1:39.040
6,6,David Coulthard,Williams Renault,1:39.155
15,7,Eddie Irvine,Jordan Peugeot,1:39.621
30,8,Heinz-Harald Frentzen,Sauber Ford,1:40.010
2,9,Johnny Herbert,Benetton Renault,1:40.349
14,10,Rubens Barrichello,Jordan Peugeot,1:40.381
26,11,Olivier Panis,Ligier Mugen Honda,1:40.838
4,12,Mika Salo,Tyrrell Yamaha,1:41.355
3,13,Ukyo Katayama,Tyrrell Yamaha,1:41.977
9,14,Gianni Morbidelli,Footwork Hart,1:42.059
29,15,Karl Wendlinger,Sauber Ford,1:42.912
23,16,Pedro Lamy,Minardi Ford,1:43.102
24,17,Luca Badoer,Minardi Ford,1:43.542
10,18,Taki Inoue,Footwork Hart,1:44.074
17,19,Andrea Montermini,Pacific Ilmor,1:46.097
21,20,Pedro Diniz,Forti Ford,1:46.654
22,21,Roberto Moreno,Forti Ford,1:48.267
16,22,Bertrand Gachot,Pacific Ilmor,1:48.289
7,23,Mark Blundell,McLaren Mercedes,16:42.640
