,Position,Driver,Car,Laps,Time,Points
3,1,Jack Brabham,Brabham Repco,80,2:13:21.300,9
4,2,Denny Hulme,Brabham Repco,80,+49.500s,6
10,3,Jackie Stewart,BRM,79,+1 lap,4
18,4,Jo Siffert,Cooper Maserati,77,+3 laps,3
15,5,Chris   Irwin,BRM,76,DNF,2
14,6,Pedro Rodriguez,Cooper Maserati,76,+4 laps,1
16,NC,Guy  Ligier ,Cooper Maserati,68,+12 laps,0
2,NC,Chris Amon,Ferrari,47,DNF,0
9,NC,Dan Gurney,Eagle Weslake,40,DNF,0
12,NC,Jochen Rindt,Cooper Maserati,33,DNF,0
8,NC,Bruce McLaren,Eagle Weslake,26,DNF,0
6,NC,Jim Clark,Lotus Ford,23,DNF,0
17,NC,Bob Anderson,Brabham Climax,16,DNF,0
7,NC,Graham Hill,Lotus Ford,13,DNF,0
11,NC,Mike Spence,BRM,9,DNF,0
