,Position,Driver,Car,Laps,Time,Points
6,1,Kimi Räikkönen,McLaren Mercedes,56,1:32:22.195,10
2,2,Rubens Barrichello,Ferrari,56,+39.286s,8
8,3,Fernando Alonso,Renault,56,+64.007s,6
4,4,Ralf Schumacher,Williams BMW,56,+88.026s,5
7,5,Jarno Trulli,Renault,55,+1 lap,4
1,6,Michael Schumacher,Ferrari,55,+1 lap,3
17,7,Jenson Button,BAR Honda,55,+1 lap,2
9,8,Nick Heidfeld,Sauber Petronas,55,+1 lap,1
10,9,Heinz-Harald Frentzen,Sauber Petronas,55,+1 lap,0
12,10,Ralph Firman,Jordan Ford,55,+1 lap,0
21,11,Cristiano da Matta,Toyota,55,+1 lap,0
3,12,Juan Pablo Montoya,Williams BMW,53,+3 laps,0
19,13,Jos Verstappen,Minardi Cosworth,52,+4 laps,0
15,NC,Antonio Pizzonia,Jaguar Cosworth,42,DNF,0
18,NC,Justin Wilson,Minardi Cosworth,41,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,35,DNF,0
20,NC,Olivier Panis,Toyota,12,DNF,0
5,NC,David Coulthard,McLaren Mercedes,2,DNF,0
11,NC,Giancarlo Fisichella,Jordan Ford,0,DNF,0
16,NC,Jacques Villeneuve,BAR Honda,0,DNF,0
