,Position,Driver,Car,Time / Gap,Laps
5,1,David Coulthard,McLaren Mercedes,1:36.102,20
8,2,Fernando Alonso,Renault,+0.129s,15
7,3,Jarno Trulli,Renault,+0.270s,13
3,4,Juan Pablo Montoya,Williams BMW,+0.896s,18
4,5,Ralf Schumacher,Williams BMW,+0.943s,21
17,6,Jenson Button,BAR Honda,+0.958s,23
1,7,Michael Schumacher,Ferrari,+1.211s,20
16,8,Jacques Villeneuve,BAR Honda,+1.255s,22
2,9,Rubens Barrichello,Ferrari,+1.395s,20
20,10,Olivier Panis,Toyota,+1.646s,18
11,11,Giancarlo Fisichella,Jordan Ford,+1.745s,20
9,12,Nick Heidfeld,Sauber Petronas,+1.804s,17
10,13,Heinz-Harald Frentzen,Sauber Petronas,+1.849s,11
21,14,Cristiano da Matta,Toyota,+1.890s,24
6,15,Kimi Räikkönen,McLaren Mercedes,+2.413s,15
12,16,Ralph Firman,Jordan Ford,+2.414s,13
15,17,Antonio Pizzonia,Jaguar Cosworth,+2.737s,13
14,18,Mark Webber,Jaguar Cosworth,+2.768s,3
19,19,Jos Verstappen,Minardi Cosworth,+3.081s,13
18,20,Justin Wilson,Minardi Cosworth,+3.593s,14
