,Position,Driver,Car,Time / Gap,Laps
6,1,Kimi Räikkönen,McLaren Mercedes,1:36.557,24
5,2,David Coulthard,McLaren Mercedes,+0.220s,23
8,3,Fernando Alonso,Renault,+0.292s,29
1,4,Michael Schumacher,Ferrari,+0.433s,18
21,5,Cristiano da Matta,Toyota,+0.536s,34
7,6,Jarno Trulli,Renault,+0.641s,26
3,7,Juan Pablo Montoya,Williams BMW,+0.661s,36
17,8,Jenson Button,BAR Honda,+0.861s,31
2,9,Rubens Barrichello,Ferrari,+0.865s,31
4,10,Ralf Schumacher,Williams BMW,+0.879s,31
11,11,Giancarlo Fisichella,Jordan Ford,+0.886s,30
20,12,Olivier Panis,Toyota,+1.066s,23
10,13,Heinz-Harald Frentzen,Sauber Petronas,+1.194s,37
15,14,Antonio Pizzonia,Jaguar Cosworth,+1.390s,34
14,15,Mark Webber,Jaguar Cosworth,+1.423s,27
9,16,Nick Heidfeld,Sauber Petronas,+1.533s,30
12,17,Ralph Firman,Jordan Ford,+1.725s,32
16,18,Jacques Villeneuve,BAR Honda,+1.772s,29
19,19,Jos Verstappen,Minardi Cosworth,+3.825s,19
18,20,Justin Wilson,Minardi Cosworth,+4.081s,14
