,Position,Driver,Car,Lap,Time,Avg Speed
12,1,Esteban Gutierrez ,Sauber Ferrari,56,1:26.217,194.370
4,2,Felipe Massa,Ferrari,56,1:26.394,193.971
15,3,Adrian Sutil,Force India Mercedes,38,1:26.564,193.590
11,4,Nico Hulkenberg,Sauber Ferrari,58,1:26.586,193.541
3,5,Fernando Alonso,Ferrari,53,1:26.681,193.329
7,6,Kimi Räikkönen,Lotus Renault,47,1:26.757,193.160
14,7,Paul di Resta,Force India Mercedes,55,1:26.776,193.117
2,8,Mark Webber,Red Bull Racing Renault,55,1:27.017,192.583
1,9,Sebastian Vettel,Red Bull Racing Renault,55,1:27.036,192.541
6,10,Sergio Perez,McLaren Mercedes,55,1:27.251,192.066
9,11,Nico Rosberg,Mercedes,56,1:27.591,191.321
16,12,Pastor Maldonado,Williams Renault,56,1:27.849,190.759
10,13,Lewis Hamilton,Mercedes,53,1:27.895,190.659
5,14,Jenson Button,McLaren Mercedes,55,1:27.957,190.524
23,15,Max Chilton,Marussia Cosworth,49,1:28.011,190.408
19,16,Daniel Ricciardo,STR Ferrari,55,1:28.083,190.252
18,17,Jean-Eric Vergne,STR Ferrari,41,1:28.231,189.933
22,18,Jules Bianchi,Marussia Cosworth,55,1:28.884,188.537
20,19,Charles Pic,Caterham Renault,43,1:29.362,187.529
17,20,Valtteri Bottas,Williams Renault,27,1:29.747,186.724
21,21,Giedo van der Garde,Caterham Renault,11,1:30.597,184.973
8,22,Romain Grosjean,Lotus Renault,5,1:31.136,183.879
