,Position,Driver,Car,Time
9,1,Nico Rosberg,Mercedes,1:20.718
10,2,Lewis Hamilton,Mercedes,1:20.972
1,3,Sebastian Vettel,Red Bull Racing Renault,1:21.054
7,4,Kimi Räikkönen,Lotus Renault,1:21.177
3,5,Fernando Alonso,Ferrari,1:21.218
8,6,Romain Grosjean,Lotus Renault,1:21.308
2,7,Mark Webber,Red Bull Racing Renault,1:21.570
6,8,Sergio Perez,McLaren Mercedes,1:22.069
4,9,Felipe Massa,Ferrari,1:21.219
14,10,Paul di Resta,Force India Mercedes,1:22.233
19,11,Daniel Ricciardo,STR Ferrari,1:22.127
18,12,Jean-Eric Vergne,STR Ferrari,1:22.166
15,13,Adrian Sutil,Force India Mercedes,1:22.346
5,14,Jenson Button,McLaren Mercedes,1:22.355
11,15,Nico Hulkenberg,Sauber Ferrari,1:22.389
17,16,Valtteri Bottas,Williams Renault,1:23.260
16,17,Pastor Maldonado,Williams Renault,1:23.318
21,18,Giedo van der Garde,Caterham Renault,1:24.661
12,19,Esteban Gutierrez ,Sauber Ferrari,1:22.793
22,20,Jules Bianchi,Marussia Cosworth,1:24.713
23,21,Max Chilton,Marussia Cosworth,1:24.996
20,22,Charles Pic,Caterham Renault,1:25.070
