,Position,Driver,Car,Time,Laps
3,1,Jacques Villeneuve,Williams Renault,1:49.450,11
7,2,Jean Alesi,Benetton Renault,1:49.759,11
5,3,Michael Schumacher,Ferrari,1:50.293,11
12,4,Giancarlo Fisichella,Jordan Peugeot,1:50.470,12
9,5,Mika Hakkinen,McLaren Mercedes,1:50.503,11
11,6,Ralf Schumacher,Jordan Peugeot,1:50.520,10
4,7,Heinz-Harald Frentzen,Williams Renault,1:50.656,11
2,8,Pedro Diniz,Arrows Yamaha,1:50.853,12
1,9,Damon Hill,Arrows Yamaha,1:50.970,12
10,10,David Coulthard,McLaren Mercedes,1:51.410,9
16,11,Johnny Herbert,Sauber Petronas,1:51.725,11
22,12,Rubens Barrichello,Stewart Ford,1:51.916,12
17,13,Gianni Morbidelli,Sauber Petronas,1:52.094,7
14,14,Jarno Trulli,Prost Mugen Honda,1:52.274,12
8,15,Gerhard Berger,Benetton Renault,1:52.391,11
15,16,Shinji Nakano,Prost Mugen Honda,1:52.749,11
6,17,Eddie Irvine,Ferrari,1:52.793,11
23,18,Jan Magnussen,Stewart Ford,1:52.886,11
19,19,Mika Salo,Tyrrell Ford,1:52.897,11
20,20,Ukyo Katayama,Minardi Hart,1:53.544,10
18,21,Jos Verstappen,Tyrrell Ford,1:53.725,7
21,22,Tarso Marques,Minardi Hart,1:54.505,12
