,Position,Driver,Car,Time / Gap,Laps
8,1,Gerhard Berger,Benetton Renault,2:06.802,14
7,2,Jean Alesi,Benetton Renault,+0.569s,8
22,3,Rubens Barrichello,Stewart Ford,+1.436s,21
1,4,Damon Hill,Arrows Yamaha,+1.570s,23
5,5,Michael Schumacher,Ferrari,+2.470s,21
10,6,David Coulthard,McLaren Mercedes,+2.486s,15
16,7,Johnny Herbert,Sauber Petronas,+2.970s,18
14,8,Jarno Trulli,Prost Mugen Honda,+2.970s,24
2,9,Pedro Diniz,Arrows Yamaha,+3.351s,16
20,10,Ukyo Katayama,Minardi Hart,+3.429s,20
15,11,Shinji Nakano,Prost Mugen Honda,+3.470s,24
9,12,Mika Hakkinen,McLaren Mercedes,+3.611s,14
4,13,Heinz-Harald Frentzen,Williams Renault,+4.112s,18
6,14,Eddie Irvine,Ferrari,+4.191s,17
12,15,Giancarlo Fisichella,Jordan Peugeot,+4.291s,16
17,16,Gianni Morbidelli,Sauber Petronas,+4.460s,18
3,17,Jacques Villeneuve,Williams Renault,+4.904s,25
21,18,Tarso Marques,Minardi Hart,+4.976s,17
23,19,Jan Magnussen,Stewart Ford,+5.743s,22
11,20,Ralf Schumacher,Jordan Peugeot,+5.948s,14
19,21,Mika Salo,Tyrrell Ford,+6.454s,15
18,22,Jos Verstappen,Tyrrell Ford,+7.246s,14
