,Position,Driver,Car,Time
12,2,Roy Salvadori,Cooper Climax,1:58.000
8,3,Harry Schell,BRM,1:59.200
18,4,Maurice  Trintignant,Cooper Climax,1:59.200
14,5,Masten Gregory,Cooper Climax,1:59.400
4,6,Carroll  Shelby ,Aston Martin,1:59.600
6,7,Stirling Moss,Cooper Climax,1:59.600
16,8,Bruce McLaren,Cooper Climax,1:59.600
28,9,Graham Hill,Lotus Climax,2:00.000
10,10,Jo Bonnier,BRM,2:00.000
42,11,Ron Flockhart,BRM,2:00.200
30,12,Alan  Stacey ,Lotus Climax,2:02.800
22,13,Ian Burgess ,Maserati,2:03.000
36,14,Brian  Naylor ,JBW Maserati,2:03.000
38,15,Jack  Fairman,Cooper Climax,2:04.200
48,16,Chris  Bristow ,Cooper Climax,2:04.400
20,17,Tony Brooks,Vanwall,2:04.600
46,18,Ivor  Bueb ,Cooper Climax,2:04.800
24,19,Hans  Herrmann,Maserati,2:05.600
40,20,Fritz d'Orey,Maserati,2:05.600
58,21,Henry Taylor,Cooper Climax,2:05.600
64,22,David  Piper ,Lotus Climax,2:06.000
52,23,Peter  Ashdown ,Cooper Climax,2:06.200
50,24,Mike  Taylor ,Cooper Climax,2:07.000
