,Position,Driver,Car,Time / Gap,Laps
35,1,Alexander Wurz,McLaren Mercedes,1:31.670,18
1,2,Michael Schumacher,Ferrari,+0.908s,10
38,3,Ricardo Zonta,Toyota,+1.056s,21
10,4,Juan Pablo Montoya,McLaren Mercedes,+1.203s,7
2,5,Rubens Barrichello,Ferrari,+1.314s,11
9,6,Kimi Räikkönen,McLaren Mercedes,+1.318s,6
8,7,Nick Heidfeld,Williams BMW,+1.472s,5
7,8,Mark Webber,Williams BMW,+1.578s,5
37,9,Christian Klien,RBR Cosworth,+1.634s,19
17,10,Ralf Schumacher,Toyota,+2.348s,11
16,11,Jarno Trulli,Toyota,+2.542s,9
12,12,Felipe Massa,Sauber Petronas,+3.472s,8
14,13,David Coulthard,RBR Cosworth,+3.743s,7
11,14,Jacques Villeneuve,Sauber Petronas,+4.046s,9
15,15,Vitantonio Liuzzi,RBR Cosworth,+4.459s,12
18,16,Tiago Monteiro,Jordan Toyota,+5.351s,19
21,17,Christijan Albers,Minardi Cosworth,+5.736s,15
19,18,Narain Karthikeyan,Jordan Toyota,+5.804s,16
20,19,Patrick Friesacher ,Minardi Cosworth,+5.868s,15
39,20,Franck Montagny,Jordan Toyota,+6.055s,23
4,21,Takuma Sato,BAR Honda,,2
3,22,Jenson Button,BAR Honda,,2
6,23,Giancarlo Fisichella,Renault,,2
5,24,Fernando Alonso,Renault,,2
