,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:29.680,11
10,2,Juan Pablo Montoya,McLaren Mercedes,+0.109s,13
5,3,Fernando Alonso,Renault,+0.307s,15
6,4,Giancarlo Fisichella,Renault,+0.391s,14
16,5,Jarno Trulli,Toyota,+0.872s,12
8,6,Nick Heidfeld,Williams BMW,+0.879s,9
4,7,Takuma Sato,BAR Honda,+0.965s,12
17,8,Ralf Schumacher,Toyota,+1.012s,14
3,9,Jenson Button,BAR Honda,+1.093s,13
1,10,Michael Schumacher,Ferrari,+1.346s,14
2,11,Rubens Barrichello,Ferrari,+1.769s,10
15,12,Vitantonio Liuzzi,RBR Cosworth,+1.892s,17
7,13,Mark Webber,Williams BMW,+2.374s,9
12,14,Felipe Massa,Sauber Petronas,+2.399s,11
14,15,David Coulthard,RBR Cosworth,+2.492s,14
11,16,Jacques Villeneuve,Sauber Petronas,+3.460s,14
21,17,Christijan Albers,Minardi Cosworth,+4.297s,16
18,18,Tiago Monteiro,Jordan Toyota,+4.847s,17
19,19,Narain Karthikeyan,Jordan Toyota,+4.960s,12
20,20,Patrick Friesacher ,Minardi Cosworth,+5.407s,14
