,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Renault,1:30.615,10
10,2,Juan Pablo Montoya,McLaren Mercedes,+0.663s,10
9,3,Kimi Räikkönen,McLaren Mercedes,+0.958s,10
6,4,Giancarlo Fisichella,Renault,+1.163s,9
2,5,Rubens Barrichello,Ferrari,+1.179s,8
1,6,Michael Schumacher,Ferrari,+1.482s,15
7,7,Mark Webber,Williams BMW,+1.651s,9
8,8,Nick Heidfeld,Williams BMW,+1.689s,7
17,9,Ralf Schumacher,Toyota,+1.817s,13
4,10,Takuma Sato,BAR Honda,+1.868s,7
3,11,Jenson Button,BAR Honda,+1.886s,4
16,12,Jarno Trulli,Toyota,+2.104s,5
12,13,Felipe Massa,Sauber Petronas,+2.597s,7
14,14,David Coulthard,RBR Cosworth,+2.750s,9
15,15,Vitantonio Liuzzi,RBR Cosworth,+2.799s,5
19,16,Narain Karthikeyan,Jordan Toyota,+3.066s,12
11,17,Jacques Villeneuve,Sauber Petronas,+3.116s,6
18,18,Tiago Monteiro,Jordan Toyota,+3.792s,7
21,19,Christijan Albers,Minardi Cosworth,+4.256s,15
20,20,Patrick Friesacher ,Minardi Cosworth,+4.452s,11
