,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,59,1:31:46.648,10
8,2,Nick Heidfeld,Williams BMW,59,+16.567s,8
2,3,Rubens Barrichello,Ferrari,59,+18.549s,6
14,4,David Coulthard,RBR Cosworth,59,+31.588s,5
1,5,Michael Schumacher,Ferrari,59,+50.445s,4
6,6,Giancarlo Fisichella,Renault,59,+51.932s,3
10,7,Juan Pablo Montoya,McLaren Mercedes,59,+58.173s,2
16,8,Jarno Trulli,Toyota,59,+71.091s,1
15,9,Vitantonio Liuzzi,RBR Cosworth,59,+71.529s,0
3,10,Jenson Button,BAR Honda,59,+95.786s,0
9,11,Kimi Räikkönen,McLaren Mercedes,58,+1 lap,0
4,12,Takuma Sato,BAR Honda,58,+1 lap,0
11,13,Jacques Villeneuve,Sauber Petronas,58,+1 lap,0
12,14,Felipe Massa,Sauber Petronas,58,+1 lap,0
18,15,Tiago Monteiro,Jordan Toyota,58,+1 lap,0
19,16,Narain Karthikeyan,Jordan Toyota,58,+1 lap,0
21,17,Christijan Albers,Minardi Cosworth,57,+2 laps,0
20,18,Patrick Friesacher ,Minardi Cosworth,56,+3 laps,0
17,NC,Ralf Schumacher,Toyota,33,DNF,0
7,NC,Mark Webber,Williams BMW,0,DNF,0
