,Position,Driver,Car,Laps,Time,Points
26,1,Juan Manuel Fangio,Maserati,36,2:44:42.400,9
8,2,Maurice  Trintignant,Ferrari,36,+24.200s,6
22,3,Stirling Moss,Maserati,35,+1 lap,4
10,4,Jose Froilan Gonzalez,Ferrari,35,+1 lap,1.5
18,5,Andre Pilette,Gordini,35,+1 lap,2
20,6,Prince Bira,Maserati,35,+1 lap,0
30,7,Sergio Mantovani,Maserati,34,+2 laps,0
16,NC,Paul Frere,Gordini,14,DNF,0
4,NC,Nino Farina,Ferrari,14,DNF,0
12,NC,Jean Behra,Gordini,12,DNF,0
28,NC,Onofre Marimon,Maserati,3,DNF,0
2,NC,Jacques Swaters,Ferrari,1,DNF,0
6,NC,Jose Froilan Gonzalez,Ferrari,1,DNF,0
24,NC,Roberto Mieres,Maserati,0,DNF,0
