,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Lotus Renault,1:36.569,28
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.019s,27
4,3,Felipe Massa,Ferrari,+0.092s,33
3,4,Fernando Alonso,Ferrari,+0.416s,23
2,5,Mark Webber,Red Bull Racing Renault,+0.457s,29
8,6,Romain Grosjean,Lotus Renault,+0.637s,26
9,7,Nico Rosberg,Mercedes,+0.879s,32
14,8,Paul di Resta,Force India Mercedes,+1.002s,30
10,9,Lewis Hamilton,Mercedes,+1.005s,32
15,10,Adrian Sutil,Force India Mercedes,+1.219s,10
6,11,Sergio Perez,McLaren Mercedes,+1.269s,21
5,12,Jenson Button,McLaren Mercedes,+1.296s,29
11,13,Nico Hulkenberg,Sauber Ferrari,+1.499s,31
12,14,Esteban Gutierrez ,Sauber Ferrari,+2.076s,23
18,15,Jean-Eric Vergne,STR Ferrari,+2.169s,31
16,16,Pastor Maldonado,Williams Renault,+2.232s,27
19,17,Daniel Ricciardo,STR Ferrari,+2.335s,31
22,18,Jules Bianchi,Marussia Cosworth,+2.939s,30
17,19,Valtteri Bottas,Williams Renault,+3.091s,28
20,20,Charles Pic,Caterham Renault,+4.188s,29
21,21,Giedo van der Garde,Caterham Renault,+4.199s,32
23,22,Max Chilton,Marussia Cosworth,+4.869s,23
