,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,56,1:38:56.681,25
2,2,Mark Webber,Red Bull Racing Renault,56,+4.298s,18
10,3,Lewis Hamilton,Mercedes,56,+12.181s,15
9,4,Nico Rosberg,Mercedes,56,+12.640s,12
4,5,Felipe Massa,Ferrari,56,+25.648s,10
8,6,Romain Grosjean,Lotus Renault,56,+35.564s,8
7,7,Kimi Räikkönen,Lotus Renault,56,+48.479s,6
11,8,Nico Hulkenberg,Sauber Ferrari,56,+53.044s,4
6,9,Sergio Perez,McLaren Mercedes,56,+72.357s,2
18,10,Jean-Eric Vergne,STR Ferrari,56,+87.124s,1
17,11,Valtteri Bottas,Williams Renault,56,+88.610s,0
12,12,Esteban Gutierrez ,Sauber Ferrari,55,+1 lap,0
22,13,Jules Bianchi,Marussia Cosworth,55,+1 lap,0
20,14,Charles Pic,Caterham Renault,55,+1 lap,0
21,15,Giedo van der Garde,Caterham Renault,55,+1 lap,0
23,16,Max Chilton,Marussia Cosworth,54,+2 laps,0
5,17,Jenson Button,McLaren Mercedes,53,DNF,0
19,18,Daniel Ricciardo,STR Ferrari,51,DNF,0
16,NC,Pastor Maldonado,Williams Renault,45,DNF,0
15,NC,Adrian Sutil,Force India Mercedes,27,DNF,0
14,NC,Paul di Resta,Force India Mercedes,22,DNF,0
3,NC,Fernando Alonso,Ferrari,1,DNF,0
