,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Sergio Perez,McLaren Mercedes,56,1:39.199,201.159
4,2,Felipe Massa,Ferrari,50,1:39.805,199.937
1,3,Sebastian Vettel,Red Bull Racing Renault,45,1:40.446,198.661
18,4,Jean-Eric Vergne,STR Ferrari,45,1:40.492,198.571
5,5,Jenson Button,McLaren Mercedes,43,1:40.556,198.444
2,6,Mark Webber,Red Bull Racing Renault,45,1:40.685,198.190
11,7,Nico Hulkenberg,Sauber Ferrari,46,1:40.727,198.107
9,8,Nico Rosberg,Mercedes,44,1:40.755,198.052
12,9,Esteban Gutierrez ,Sauber Ferrari,54,1:40.929,197.711
10,10,Lewis Hamilton,Mercedes,32,1:41.001,197.570
8,11,Romain Grosjean,Lotus Renault,37,1:41.226,197.131
17,12,Valtteri Bottas,Williams Renault,54,1:41.373,196.845
7,13,Kimi Räikkönen,Lotus Renault,37,1:41.769,196.079
22,14,Jules Bianchi,Marussia Cosworth,47,1:42.423,194.827
19,15,Daniel Ricciardo,STR Ferrari,35,1:42.581,194.527
15,16,Adrian Sutil,Force India Mercedes,24,1:42.791,194.129
20,17,Charles Pic,Caterham Renault,51,1:42.942,193.845
14,18,Paul di Resta,Force India Mercedes,19,1:43.094,193.559
23,19,Max Chilton,Marussia Cosworth,44,1:43.150,193.454
21,20,Giedo van der Garde,Caterham Renault,44,1:43.157,193.441
16,21,Pastor Maldonado,Williams Renault,34,1:43.465,192.865
