,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:36.935,15
7,2,Kimi Räikkönen,Lotus Renault,+0.068s,15
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.169s,21
3,4,Fernando Alonso,Ferrari,+0.384s,13
9,5,Nico Rosberg,Mercedes,+0.653s,19
15,6,Adrian Sutil,Force India Mercedes,+0.834s,17
4,7,Felipe Massa,Ferrari,+0.836s,15
14,8,Paul di Resta,Force India Mercedes,+0.838s,15
10,9,Lewis Hamilton,Mercedes,+0.905s,18
8,10,Romain Grosjean,Lotus Renault,+0.980s,17
5,11,Jenson Button,McLaren Mercedes,+1.238s,16
16,12,Pastor Maldonado,Williams Renault,+1.738s,16
6,13,Sergio Perez,McLaren Mercedes,+1.895s,17
11,14,Nico Hulkenberg,Sauber Ferrari,+2.119s,17
12,15,Esteban Gutierrez ,Sauber Ferrari,+2.269s,16
17,16,Valtteri Bottas,Williams Renault,+2.273s,19
18,17,Jean-Eric Vergne,STR Ferrari,+2.349s,17
19,18,Daniel Ricciardo,STR Ferrari,+2.632s,16
21,19,Giedo van der Garde,Caterham Renault,+3.793s,17
22,20,Jules Bianchi,Marussia Cosworth,+4.061s,14
20,21,Charles Pic,Caterham Renault,+4.228s,18
23,22,Max Chilton,Marussia Cosworth,+4.578s,14
