,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Kimi Räikkönen,Ferrari,14,1:17.387,202.871
3,2,Nick Heidfeld,Sauber BMW,25,1:17.430,202.758
22,3,Lewis Hamilton,McLaren Mercedes,4,1:17.506,202.559
4,4,Robert Kubica,Sauber BMW,47,1:17.539,202.473
7,5,Nico Rosberg,Williams Toyota,14,1:17.977,201.336
2,6,Felipe Massa,Ferrari,11,1:18.006,201.261
9,7,David Coulthard,Red Bull Renault,36,1:18.085,201.057
10,8,Mark Webber,Red Bull Renault,51,1:18.201,200.759
5,9,Fernando Alonso,Renault,16,1:18.225,200.697
17,10,Rubens Barrichello,Honda,35,1:18.301,200.503
23,11,Heikki Kovalainen,McLaren Mercedes,62,1:18.462,200.091
15,12,Sebastian Vettel,STR Ferrari,33,1:18.532,199.913
14,13,Sebastien Bourdais,STR Ferrari,34,1:18.620,199.689
8,14,Kazuki Nakajima,Williams Toyota,30,1:18.784,199.273
11,15,Jarno Trulli,Toyota,38,1:18.870,199.056
21,16,Giancarlo Fisichella,Force India Ferrari,41,1:19.066,198.563
12,17,Timo Glock,Toyota,31,1:19.087,198.510
6,18,Nelson Piquet,Renault,16,1:19.239,198.129
16,19,Jenson Button,Honda,58,1:19.352,197.847
20,20,Adrian Sutil,Force India Ferrari,7,1:20.666,194.624
